"","subject","sex","age","session","trial","condition","baited_side","interest_period","max_x","min_x","median_x","mean_x","baitedX"
"1548","Lumi","f","42",2,4,"pointing","r","baiting",254.81,198.31,224.25,224.487,198.31
"1549","Lumi","f","42",2,4,"pointing","r","bowl_displacement",258.34,173.16,223.01,218.059587628866,173.16
"1550","Lumi","f","42",2,4,"pointing","r","choice",252.69,171.95,218.965,216.338484848485,171.95
"1551","Lumi","f","42",2,4,"pointing","r","signaling",240.32,176.59,204.53,204.262142857143,176.59
"1552","Lumi","f","42",2,5,"pointing","l","addressing",169.54,155.47,158.58,159.969655172414,169.54
"1553","Lumi","f","42",2,5,"pointing","l","baiting",187.45,146.78,169.25,166.511985294118,187.45
"1554","Lumi","f","42",2,5,"pointing","l","bowl_displacement",295.7,50.56,179.61,190.832111111111,295.7
"1555","Lumi","f","42",2,5,"pointing","l","choice",225.93,148.95,181.3,182.668363636364,225.93
"1556","Lumi","f","42",2,5,"pointing","l","signaling",288.73,141.31,172.185,191.668111111111,288.73
"1557","Lumi","f","42",2,6,"pointing","l","addressing",201.25,199.7,200.51,200.484,201.25
"1558","Lumi","f","42",2,6,"pointing","l","baiting",217.68,189.13,200.24,199.816733333333,217.68
"1559","Lumi","f","42",2,6,"pointing","l","bowl_displacement",335.72,185.32,216.92,225.641842105263,335.72
"1560","Lumi","f","42",2,6,"pointing","l","choice",368.15,4.55,210.55,208.33201183432,368.15
"1561","Lumi","f","42",2,6,"pointing","l","signaling",212.91,198.7,205.055,204.775,212.91
"1562","Lumi","f","42",2,7,"pointing","r","addressing",131.11,106.12,130.12,126.24,106.12
"1563","Lumi","f","42",2,7,"pointing","r","baiting",132.47,43,111.265,109.569776119403,43
"1564","Lumi","f","42",2,7,"pointing","r","bowl_displacement",241.86,108.93,131.92,144.516548672566,108.93
"1565","Lumi","f","42",2,7,"pointing","r","choice",257.23,133.36,181.54,183.569220779221,133.36
"1566","Lumi","f","42",2,7,"pointing","r","signaling",211.64,84.92,136.625,138.551481481481,84.92
"1567","Lumi","f","42",2,8,"control","l","addressing",164.17,159.54,160.725,161.343888888889,164.17
"1568","Lumi","f","42",2,8,"control","l","baiting",192.48,157.24,173.93,175.204066666667,192.48
"1569","Lumi","f","42",2,8,"control","l","bowl_displacement",315.74,159.13,171.285,197.64775,315.74
"1570","Lumi","f","42",2,8,"control","l","choice",245.06,127.94,187.94,195.781879194631,245.06
"1571","Lumi","f","42",2,8,"control","l","signaling",174.56,163.59,167.22,167.674252873563,174.56
"1572","Lumi","f","42",2,9,"gazing","r","addressing",247.12,244.64,245.78,245.845454545455,244.64
"1573","Lumi","f","42",2,9,"gazing","r","baiting",249.1,3.67,209.4,203.615102040816,3.67
"1574","Lumi","f","42",2,9,"gazing","r","bowl_displacement",248.3,163.35,216.01,210.176776859504,163.35
"1575","Lumi","f","42",2,9,"gazing","r","choice",238.22,138.38,203.295,198.733888888889,138.38
"1576","Lumi","f","42",2,9,"gazing","r","signaling",246.36,106.05,212.09,200.415669291339,106.05
"1577","Lumi","f","42",2,10,"gazing","r","addressing",72.05,68.18,69.465,69.8114285714286,68.18
"1578","Lumi","f","42",2,10,"gazing","r","baiting",121.52,38.92,68.5,70.3897080291971,38.92
"1579","Lumi","f","42",2,10,"gazing","r","bowl_displacement",228.61,46.03,80.47,108.001484375,46.03
"1580","Lumi","f","42",2,10,"gazing","r","choice",224.56,65.15,182.375,164.999438202247,65.15
"1581","Lumi","f","42",2,10,"gazing","r","signaling",199.55,59.3,69.86,83.9536283185841,59.3
"1582","Lumi","f","42",2,11,"gazing","l","addressing",217.2,213.37,214.075,214.371666666667,217.2
"1583","Lumi","f","42",2,11,"gazing","l","baiting",237.69,201.91,224.1,220.471824324324,237.69
"1584","Lumi","f","42",2,11,"gazing","l","bowl_displacement",258.22,135.09,210.94,210.809210526316,258.22
"1585","Lumi","f","42",2,11,"gazing","l","choice",264.76,136.27,211.985,207.502294117647,264.76
"1586","Lumi","f","42",2,11,"gazing","l","signaling",238.65,124.19,225.1,224.545294117647,238.65
"1587","Lumi","f","42",2,12,"gazing","r","addressing",134.31,123.79,132.53,130.893,123.79
"1588","Lumi","f","42",2,12,"gazing","r","baiting",155.95,78.41,139.72,139.134925373134,78.41
"1589","Lumi","f","42",2,12,"gazing","r","bowl_displacement",271.48,83.91,134.82,153.8108,83.91
"1590","Lumi","f","42",2,12,"gazing","r","choice",253.76,122.69,149.39,158.296505576208,122.69
"1591","Lumi","f","42",2,12,"gazing","r","signaling",151.76,91.96,129.17,129.269022556391,91.96
"1592","Lumi","f","42",2,13,"control","l","addressing",166.48,161.42,163.62,163.997647058824,166.48
"1593","Lumi","f","42",2,13,"control","l","baiting",200.31,113.78,182.825,182.150245901639,200.31
"1594","Lumi","f","42",2,13,"control","l","bowl_displacement",313.67,149.84,169.59,186.949913043478,313.67
"1595","Lumi","f","42",2,13,"control","l","choice",221.08,0.03,180.95,171.939664804469,221.08
"1596","Lumi","f","42",2,13,"control","l","signaling",176.55,164.94,172.865,172.56890625,176.55
"1597","Lumi","f","42",2,14,"gazing","l","addressing",173.3,114.99,116.555,127.815714285714,173.3
"1598","Lumi","f","42",2,14,"gazing","l","baiting",156.66,103.18,122.02,123.726153846154,156.66
"1599","Lumi","f","42",2,14,"gazing","l","bowl_displacement",205.38,101.12,125.745,135.365104166667,205.38
"1600","Lumi","f","42",2,14,"gazing","l","choice",360.35,3.25,169.37,172.485513654096,360.35
"1601","Lumi","f","42",2,14,"gazing","l","signaling",162.02,102.33,133.74,135.429923664122,162.02
"1602","Lumi","f","42",2,15,"gazing","r","addressing",198.55,107.59,140.405,146.7375,107.59
"1603","Lumi","f","42",2,15,"gazing","r","baiting",233.41,190.28,206.48,206.589387755102,190.28
"1604","Lumi","f","42",2,15,"gazing","r","bowl_displacement",353.98,187.52,207.98,223.301089108911,187.52
"1605","Lumi","f","42",2,15,"gazing","r","choice",229.32,78.66,196.375,182.506688311688,78.66
"1606","Lumi","f","42",2,15,"gazing","r","signaling",198.67,165.22,180.16,182.690900900901,165.22
"1607","Mailo","m","86",1,1,"pointing","l","addressing",286.08,51.93,193.225,179.072272727273,286.08
"1608","Mailo","m","86",1,1,"pointing","l","baiting",255.82,140.54,171.94,178.092887323944,255.82
"1609","Mailo","m","86",1,1,"pointing","l","bowl_displacement",356.72,174.36,198.45,205.329389312977,356.72
"1610","Mailo","m","86",1,1,"pointing","l","choice",303.61,8.08,173.825,175.341333333333,303.61
"1611","Mailo","m","86",1,1,"pointing","l","signaling",169.28,134.95,162.2,160.581607142857,169.28
"1612","Mailo","m","86",1,2,"pointing","r","addressing",138.31,107.57,127.59,125.723333333333,107.57
"1613","Mailo","m","86",1,2,"pointing","r","baiting",261.97,17.65,138.19,145.624791666667,17.65
"1614","Mailo","m","86",1,2,"pointing","r","bowl_displacement",318.63,37.04,167.96,182.265974025974,37.04
"1615","Mailo","m","86",1,2,"pointing","r","choice",379.77,6.23,131.13,160.037567567568,6.23
"1616","Mailo","m","86",1,2,"pointing","r","signaling",269.56,46.76,116.87,121.790338983051,46.76
"1617","Mailo","m","86",1,3,"control","l","addressing",180.67,172.44,176.34,176.210909090909,180.67
"1618","Mailo","m","86",1,3,"control","l","baiting",327.32,141.57,204.43,200.107134146341,327.32
"1619","Mailo","m","86",1,3,"control","l","bowl_displacement",262.23,151.04,207.76,204.614838709677,262.23
"1620","Mailo","m","86",1,3,"control","l","choice",515.94,16.59,149.19,154.72637037037,515.94
"1621","Mailo","m","86",1,3,"control","l","signaling",217.88,186.76,201.33,203.941219512195,217.88
"1622","Mailo","m","86",1,4,"pointing","r","addressing",134.36,101.56,129.5,124.213333333333,101.56
"1623","Mailo","m","86",1,4,"pointing","r","baiting",171.86,109.34,140.38,143.070769230769,109.34
"1624","Mailo","m","86",1,4,"pointing","r","bowl_displacement",343.23,113.15,156.1,195.064893617021,113.15
"1625","Mailo","m","86",1,4,"pointing","r","choice",268.97,33.41,116.07,123.230731707317,33.41
"1626","Mailo","m","86",1,4,"pointing","r","signaling",199.08,51.59,74.56,96.9859259259259,51.59
"1627","Mailo","m","86",1,5,"pointing","r","addressing",168.98,156.82,165.24,164.309090909091,156.82
"1628","Mailo","m","86",1,5,"pointing","r","baiting",260.96,125.97,187.38,186.970462427746,125.97
"1629","Mailo","m","86",1,5,"pointing","r","bowl_displacement",362.14,49.81,194.45,185.945802469136,49.81
"1630","Mailo","m","86",1,5,"pointing","r","choice",241.29,76.03,145.12,151.038857142857,76.03
"1631","Mailo","m","86",1,5,"pointing","r","signaling",240.9,98.87,171.47,176.756226415094,98.87
"1632","Mailo","m","86",1,6,"pointing","l","addressing",175.86,163.72,172.98,172.705555555556,175.86
"1633","Mailo","m","86",1,6,"pointing","l","baiting",275.1,203.83,219.51,225.414507042254,275.1
"1634","Mailo","m","86",1,6,"pointing","l","bowl_displacement",361.74,112.5,205.245,225.317589285714,361.74
"1635","Mailo","m","86",1,6,"pointing","l","choice",186.59,6.84,136.98,131.228852459016,186.59
"1636","Mailo","m","86",1,6,"pointing","l","signaling",337.47,81.54,215.07,217.597894736842,337.47
"1637","Mailo","m","86",1,7,"pointing","l","addressing",137.95,50.2,124.86,109.659333333333,137.95
"1638","Mailo","m","86",1,7,"pointing","l","baiting",215.19,155.68,177.91,181.082677165354,215.19
"1639","Mailo","m","86",1,7,"pointing","l","bowl_displacement",338.08,79.2,194.325,192.395243902439,338.08
"1640","Mailo","m","86",1,7,"pointing","l","choice",221.31,4.31,127.11,122.088095238095,221.31
"1641","Mailo","m","86",1,7,"pointing","l","signaling",235.94,95.26,133.19,145.209016393443,235.94
"1642","Mailo","m","86",1,8,"control","r","addressing",174.96,173.54,174.63,174.457777777778,173.54
"1643","Mailo","m","86",1,8,"control","r","baiting",279.42,13.76,182.1,181.703898305085,13.76
"1644","Mailo","m","86",1,8,"control","r","bowl_displacement",370.92,38.13,172.59,182.838536585366,38.13
"1645","Mailo","m","86",1,8,"control","r","choice",339.69,105.27,189.3,182.74765625,105.27
"1646","Mailo","m","86",1,8,"control","r","signaling",195.39,175.15,185.84,184.145306122449,175.15
"1647","Mailo","m","86",1,9,"gazing","r","addressing",179.96,163.38,172.74,172.068181818182,163.38
"1648","Mailo","m","86",1,9,"gazing","r","baiting",352.28,4.5,161,168.540803571429,4.5
"1649","Mailo","m","86",1,9,"gazing","r","bowl_displacement",302.4,7.89,156.08,155.53843373494,7.89
"1650","Mailo","m","86",1,9,"gazing","r","choice",285.85,21.08,197.14,166.001652892562,21.08
"1651","Mailo","m","86",1,9,"gazing","r","signaling",208.44,58.97,191.635,170.495,58.97
"1652","Mailo","m","86",1,10,"gazing","l","addressing",192.94,176.14,179.46,181.385,192.94
"1653","Mailo","m","86",1,10,"gazing","l","baiting",203.97,118.6,168.295,162.84390625,203.97
"1654","Mailo","m","86",1,10,"gazing","l","bowl_displacement",201.38,110.41,161.55,157.43012987013,201.38
"1655","Mailo","m","86",1,10,"gazing","l","choice",270.75,0.89,122.275,119.699926470588,270.75
"1656","Mailo","m","86",1,10,"gazing","l","signaling",322.94,44.55,167.21,178.663775510204,322.94
"1657","Mailo","m","86",1,11,"gazing","r","addressing",222.45,208.32,212.87,213.991111111111,208.32
"1658","Mailo","m","86",1,11,"gazing","r","baiting",258.09,153.15,195.2,195.732292993631,153.15
"1659","Mailo","m","86",1,11,"gazing","r","bowl_displacement",329.2,15.23,201,196.731066666667,15.23
"1660","Mailo","m","86",1,11,"gazing","r","choice",257.76,1.78,89.18,95.855737704918,1.78
"1661","Mailo","m","86",1,11,"gazing","r","signaling",394.73,10.91,208.57,199.761554054054,10.91
"1662","Mailo","m","86",1,12,"gazing","l","addressing",217.31,128.98,133.34,152.840909090909,217.31
"1663","Mailo","m","86",1,12,"gazing","l","baiting",192.27,75.11,173.04,163.688357142857,192.27
"1664","Mailo","m","86",1,12,"gazing","l","bowl_displacement",253.02,42.67,134.815,138.196447368421,253.02
"1665","Mailo","m","86",1,12,"gazing","l","choice",443.39,12.34,127.735,141.594521276596,443.39
"1666","Mailo","m","86",1,12,"gazing","l","signaling",317.05,167.47,199.21,204.634642857143,317.05
"1667","Mailo","m","86",1,13,"control","r","addressing",156.88,152.28,154.42,154.373636363636,152.28
"1668","Mailo","m","86",1,13,"control","r","baiting",216.8,130.88,159.52,166.410888888889,130.88
"1669","Mailo","m","86",1,13,"control","r","bowl_displacement",392.56,52.66,154.475,184.328541666667,52.66
"1670","Mailo","m","86",1,13,"control","r","choice",275.84,22.52,93.125,110.384464285714,22.52
"1671","Mailo","m","86",1,13,"control","r","signaling",157.4,151.15,153.575,153.9455,151.15
"1672","Mailo","m","86",1,14,"gazing","l","addressing",141.36,132.62,136.315,136.638333333333,141.36
"1673","Mailo","m","86",1,14,"gazing","l","baiting",161.31,49.55,143.61,131.58064,161.31
"1674","Mailo","m","86",1,14,"gazing","l","bowl_displacement",256.01,94.23,128.645,138.828265306122,256.01
"1675","Mailo","m","86",1,14,"gazing","l","choice",568.53,24.96,155.97,167.428496240602,568.53
"1676","Mailo","m","86",1,14,"gazing","l","signaling",213.52,48.7,154.21,154.047307692308,213.52
"1677","Mailo","m","86",1,15,"gazing","l","addressing",152.66,92.42,119.97,121.842,152.66
"1678","Mailo","m","86",1,15,"gazing","l","baiting",216.3,4.82,117.02,114.905813953488,216.3
"1679","Mailo","m","86",1,15,"gazing","l","bowl_displacement",124.61,27.77,89.95,86.108,124.61
"1680","Mailo","m","86",1,15,"gazing","l","choice",237.37,0.01,63.075,77.0157142857143,237.37
"1681","Mailo","m","86",1,15,"gazing","l","signaling",211.51,56.36,120.54,121.437777777778,211.51
"1682","Mailo","m","86",2,1,"p+g","r","addressing",320.28,201.63,234.805,241.925625,201.63
"1683","Mailo","m","86",2,1,"p+g","r","baiting",392.18,241.57,332.99,329.881744966443,241.57
"1684","Mailo","m","86",2,1,"p+g","r","bowl_displacement",493.74,202.16,288.74,305.021578947368,202.16
"1685","Mailo","m","86",2,1,"p+g","r","choice",411.19,193.4,243.07,253.613725490196,193.4
"1686","Mailo","m","86",2,1,"p+g","r","signaling",506.2,112.64,207.6,265.111666666667,112.64
"1687","Mailo","m","86",2,2,"p+g","r","addressing",197.45,122.03,186.39,180.091666666667,122.03
"1688","Mailo","m","86",2,2,"p+g","r","baiting",446.95,145.39,305.305,297.517153846154,145.39
"1689","Mailo","m","86",2,2,"p+g","r","bowl_displacement",477.03,131.22,233.98,267.731789473684,131.22
"1690","Mailo","m","86",2,2,"p+g","r","choice",419.45,126.14,217.255,222.7225,126.14
"1691","Mailo","m","86",2,2,"p+g","r","signaling",456.22,107.38,195.92,253.501320754717,107.38
"1692","Mailo","m","86",2,3,"control","l","addressing",293.82,289.6,292.56,292.037857142857,293.82
"1693","Mailo","m","86",2,3,"control","l","baiting",324.3,280.2,308.67,309.391652892562,324.3
"1694","Mailo","m","86",2,3,"control","l","bowl_displacement",325.98,278.97,293.81,292.820425531915,325.98
"1695","Mailo","m","86",2,3,"control","l","choice",411.73,131.05,294.68,270.625897435897,411.73
"1696","Mailo","m","86",2,3,"control","l","signaling",297.53,289.63,291.87,292.454029850746,297.53
"1697","Mailo","m","86",2,4,"p+g","l","addressing",250.74,244.41,248.53,247.80625,250.74
"1698","Mailo","m","86",2,4,"p+g","l","baiting",305.83,84.03,254.99,240.805851851852,305.83
"1699","Mailo","m","86",2,4,"p+g","l","bowl_displacement",425.81,143.61,272.21,273.688734177215,425.81
"1700","Mailo","m","86",2,4,"p+g","l","choice",330.25,46.13,213.18,208.009494949495,330.25
"1701","Mailo","m","86",2,4,"p+g","l","signaling",456.77,58.1,377.96,354.823125,456.77
"1702","Mailo","m","86",2,5,"p+g","r","addressing",287.25,5.47,186.91,167.185,5.47
"1703","Mailo","m","86",2,5,"p+g","r","baiting",261.6,184.6,222.97,225.683178807947,184.6
"1704","Mailo","m","86",2,5,"p+g","r","bowl_displacement",395.54,92.28,196.31,211.963913043478,92.28
"1705","Mailo","m","86",2,5,"p+g","r","choice",429.98,204.57,290.77,289.856923076923,204.57
"1706","Mailo","m","86",2,5,"p+g","r","signaling",338,66.23,103.035,165.968518518519,66.23
"1707","Mailo","m","86",2,6,"p+g","r","addressing",180.98,176.49,179.57,179.114285714286,176.49
"1708","Mailo","m","86",2,6,"p+g","r","baiting",529.09,24.45,237.9,225.59547826087,24.45
"1709","Mailo","m","86",2,6,"p+g","r","bowl_displacement",243.18,163.39,176.12,179.378518518519,163.39
"1710","Mailo","m","86",2,6,"p+g","r","choice",362.61,184.03,217.72,251.245535714286,184.03
"1711","Mailo","m","86",2,6,"p+g","r","signaling",184.1,139.84,171.59,167.614098360656,139.84
"1712","Mailo","m","86",2,7,"p+g","l","addressing",196.69,191.15,191.82,192.896,196.69
"1713","Mailo","m","86",2,7,"p+g","l","baiting",249.79,202.84,221.21,223.073023255814,249.79
"1714","Mailo","m","86",2,7,"p+g","l","bowl_displacement",298.78,174.75,198.82,218.913,298.78
"1715","Mailo","m","86",2,7,"p+g","l","choice",608.39,15.93,215.95,245.169813664596,608.39
"1716","Mailo","m","86",2,7,"p+g","l","signaling",413.12,217.12,229.81,244.72875,413.12
"1717","Mailo","m","86",2,8,"control","r","addressing",219.55,213,215.06,215.72875,213
"1718","Mailo","m","86",2,8,"control","r","baiting",307.96,219.52,261.95,263.312314049587,219.52
"1719","Mailo","m","86",2,8,"control","r","bowl_displacement",386.28,140.82,215.485,224.476777777778,140.82
"1720","Mailo","m","86",2,8,"control","r","choice",340.12,208,243.775,249.179125,208
"1721","Mailo","m","86",2,8,"control","r","signaling",222.28,218.64,220.13,220.159811320755,218.64
"1722","Mailo","m","86",2,9,"throwing","l","addressing",351.86,348.59,350.065,350.165833333333,351.86
"1723","Mailo","m","86",2,9,"throwing","l","baiting",390.77,193.34,300.68,289.646312056738,390.77
"1724","Mailo","m","86",2,9,"throwing","l","bowl_displacement",374.34,277.78,350.41,344.163522012579,374.34
"1725","Mailo","m","86",2,9,"throwing","l","choice",460.11,208.9,339.39,326.977021276596,460.11
"1726","Mailo","m","86",2,9,"throwing","l","signaling",362,350.74,354.01,354.162388059701,362
"1727","Mailo","m","86",2,10,"throwing","l","addressing",311.16,286.5,300.83,299.336363636364,311.16
"1728","Mailo","m","86",2,10,"throwing","l","baiting",298.57,231.43,270.01,268.748811188811,298.57
"1729","Mailo","m","86",2,10,"throwing","l","bowl_displacement",453.01,130.72,255.63,260.529459459459,453.01
"1730","Mailo","m","86",2,10,"throwing","l","choice",450.12,155.02,291.27,280.918289473684,450.12
"1731","Mailo","m","86",2,10,"throwing","l","signaling",339.21,298.94,330.625,325.695238095238,339.21
"1732","Mailo","m","86",2,11,"throwing","r","addressing",305.22,283.48,302.01,298.392,283.48
"1733","Mailo","m","86",2,11,"throwing","r","baiting",283.32,179.37,221.06,225.958830409357,179.37
"1734","Mailo","m","86",2,11,"throwing","r","bowl_displacement",315,186.86,230.82,244.739473684211,186.86
"1735","Mailo","m","86",2,11,"throwing","r","choice",363.94,171.87,264.915,263.395694444444,171.87
"1736","Mailo","m","86",2,11,"throwing","r","signaling",330.52,238.21,284.94,280.066666666667,238.21
"1737","Mailo","m","86",2,12,"throwing","l","addressing",222.57,114.22,168.98,167.391578947368,222.57
"1738","Mailo","m","86",2,12,"throwing","l","baiting",314.06,183.7,259.24,255.350126582278,314.06
"1739","Mailo","m","86",2,12,"throwing","l","bowl_displacement",368.51,136.6,203.005,199.787578125,368.51
"1740","Mailo","m","86",2,12,"throwing","l","choice",384.6,192.06,253.3,263.174772727273,384.6
"1741","Mailo","m","86",2,12,"throwing","l","signaling",268.92,225,237.815,240.41724137931,268.92
"1742","Mailo","m","86",2,13,"control","r","addressing",254.34,239.84,244.575,246.911,239.84
"1743","Mailo","m","86",2,13,"control","r","baiting",280.42,169.74,211.2,209.360763358779,169.74
"1744","Mailo","m","86",2,13,"control","r","bowl_displacement",439.42,151.86,214.77,217.237142857143,151.86
"1745","Mailo","m","86",2,13,"control","r","choice",466.76,176.22,261.57,284.97,176.22
"1746","Mailo","m","86",2,13,"control","r","signaling",255.84,230.45,248.085,246.99225,230.45
"1747","Mailo","m","86",2,14,"throwing","l","addressing",351.36,339.23,344.64,344.515555555556,351.36
"1748","Mailo","m","86",2,14,"throwing","l","baiting",326.58,129.23,284.77,281.206173913043,326.58
"1749","Mailo","m","86",2,14,"throwing","l","bowl_displacement",353.43,249.73,289.08,288.369662921348,353.43
"1750","Mailo","m","86",2,14,"throwing","l","choice",408.78,151.52,297.48,284.397777777778,408.78
"1751","Mailo","m","86",2,14,"throwing","l","signaling",356.06,308.92,337.79,335.213658536585,356.06
"1752","Mailo","m","86",2,15,"throwing","r","addressing",217.55,177.55,193.115,193.107857142857,177.55
"1753","Mailo","m","86",2,15,"throwing","r","baiting",507.97,103.24,263.81,255.219150943396,103.24
"1754","Mailo","m","86",2,15,"throwing","r","bowl_displacement",360.8,41.09,177.14,217.14578125,41.09
"1755","Mailo","m","86",2,15,"throwing","r","choice",434.89,178.22,270.15,271.848059701493,178.22
"1756","Mailo","m","86",2,15,"throwing","r","signaling",310.88,196.81,240.17,243.224509803922,196.81
"1757","Mexx2","m","129",1,1,"gazing","l","addressing",291.03,284.8,288.105,287.831,291.03
"1758","Mexx2","m","129",1,1,"gazing","l","baiting",316.27,195.78,273.22,271.821027190332,316.27
"1759","Mexx2","m","129",1,1,"gazing","l","bowl_displacement",444.46,132.94,288.56,282.576121212121,444.46
"1760","Mexx2","m","129",1,1,"gazing","l","choice",340.73,151.67,267.52,262.824285714286,340.73
"1761","Mexx2","m","129",1,1,"gazing","l","signaling",436.9,156.79,193.575,244.415677966102,436.9
"1762","Mexx2","m","129",1,2,"gazing","r","addressing",326.61,248.88,305.045,299.2775,248.88
"1763","Mexx2","m","129",1,2,"gazing","r","baiting",309.43,214.97,262.01,263.730281124498,214.97
"1764","Mexx2","m","129",1,2,"gazing","r","bowl_displacement",468.07,2.85,256.58,258.339725685786,2.85
"1765","Mexx2","m","129",1,2,"gazing","r","choice",453.94,194.97,253.96,297.765970149254,194.97
"1766","Mexx2","m","129",1,2,"gazing","r","signaling",470.02,141.9,408.665,371.114787234043,141.9
"1767","Mexx2","m","129",1,3,"gazing","l","addressing",334.76,319.82,327.71,327.752307692308,334.76
"1768","Mexx2","m","129",1,3,"gazing","l","baiting",312.44,137.94,280.43,275.271142857143,312.44
"1769","Mexx2","m","129",1,3,"gazing","l","bowl_displacement",362.63,159.19,272.02,275.974097222222,362.63
"1770","Mexx2","m","129",1,3,"gazing","l","choice",378.95,150.41,235.01,252.142179487179,378.95
"1771","Mexx2","m","129",1,3,"gazing","l","signaling",399.42,195.03,223.355,261.419827586207,399.42
"1772","Mexx2","m","129",1,4,"gazing","r","addressing",256.23,251.07,253.3,253.449473684211,251.07
"1773","Mexx2","m","129",1,4,"gazing","r","baiting",273.2,210.91,242.53,242.896511627907,210.91
"1774","Mexx2","m","129",1,4,"gazing","r","bowl_displacement",397.88,231,253.295,261.136646341463,231
"1775","Mexx2","m","129",1,4,"gazing","r","choice",346.6,168.93,279.09,274.523214285714,168.93
"1776","Mexx2","m","129",1,4,"gazing","r","signaling",258.22,229.09,248.805,246.625086206897,229.09
"1777","Mexx2","m","129",1,5,"control","l","baiting",291.99,99.39,259.35,258.374861111111,291.99
"1778","Mexx2","m","129",1,5,"control","l","bowl_displacement",419.61,227.44,272.79,284.5466,419.61
"1779","Mexx2","m","129",1,5,"control","l","choice",322.64,121.39,265.02,256.439306930693,322.64
"1780","Mexx2","m","129",1,5,"control","l","signaling",276.77,264.55,270.51,270.530461538462,276.77
"1781","Mexx2","m","129",1,6,"gazing","r","addressing",301.44,288.88,297.5,296.173,288.88
"1782","Mexx2","m","129",1,6,"gazing","r","baiting",309.67,47.82,265.895,264.856388888889,47.82
"1783","Mexx2","m","129",1,6,"gazing","r","bowl_displacement",306.72,256.79,292.57,288.437516778524,256.79
"1784","Mexx2","m","129",1,6,"gazing","r","choice",348.77,202.3,295.43,289.664890510949,202.3
"1785","Mexx2","m","129",1,6,"gazing","r","signaling",385.52,28.35,289.275,297.867166666667,28.35
"1786","Mexx2","m","129",1,7,"gazing","r","addressing",320.72,313.53,316.65,317.054705882353,313.53
"1787","Mexx2","m","129",1,7,"gazing","r","baiting",330.14,191.67,297.05,296.656143497758,191.67
"1788","Mexx2","m","129",1,7,"gazing","r","bowl_displacement",335.01,212.91,294.27,291.126708860759,212.91
"1789","Mexx2","m","129",1,7,"gazing","r","choice",355.57,204.19,326.035,299.464363636364,204.19
"1790","Mexx2","m","129",1,7,"gazing","r","signaling",412.69,100.67,332.85,331.036698113208,100.67
"1791","Mexx2","m","129",1,8,"control","l","baiting",328.28,31.6,300.105,298.118476190476,328.28
"1792","Mexx2","m","129",1,8,"control","l","bowl_displacement",314.6,289.72,304.58,304.39644295302,314.6
"1793","Mexx2","m","129",1,8,"control","l","choice",407.09,176.76,299.625,282.745609756098,407.09
"1794","Mexx2","m","129",1,8,"control","l","signaling",314.98,301.85,306.375,306.679705882353,314.98
"1795","Mexx2","m","129",1,9,"throwing","r","addressing",346.3,272.15,304.84,305.917235023041,272.15
"1796","Mexx2","m","129",1,9,"throwing","r","baiting",311.73,148.51,290.215,289.508631578947,148.51
"1797","Mexx2","m","129",1,9,"throwing","r","bowl_displacement",346.3,272.15,302.22,299.669169550173,272.15
"1798","Mexx2","m","129",1,9,"throwing","r","choice",363.48,103.69,299.45,282.61598540146,103.69
"1799","Mexx2","m","129",1,9,"throwing","r","signaling",316.98,288.48,305.74,306.069462365591,288.48
"1800","Mexx2","m","129",1,10,"throwing","l","addressing",297.28,288.87,291.04,291.589230769231,297.28
"1801","Mexx2","m","129",1,10,"throwing","l","baiting",310.53,239.09,271.85,271.903549618321,310.53
"1802","Mexx2","m","129",1,10,"throwing","l","bowl_displacement",300.4,256.01,285.475,281.703265306122,300.4
"1803","Mexx2","m","129",1,10,"throwing","l","choice",397.71,213.29,268.22,274.014684684685,397.71
"1804","Mexx2","m","129",1,10,"throwing","l","signaling",341.75,240.37,255.05,263.776842105263,341.75
"1805","Mexx2","m","129",1,11,"throwing","l","addressing",175.05,156.28,162.64,162.784444444444,175.05
"1806","Mexx2","m","129",1,11,"throwing","l","baiting",210.99,14.66,168.95,166.066777251185,210.99
"1807","Mexx2","m","129",1,11,"throwing","l","bowl_displacement",336.02,37.59,166.89,183.019557522124,336.02
"1808","Mexx2","m","129",1,11,"throwing","l","choice",280.72,26.66,148,155.918125,280.72
"1809","Mexx2","m","129",1,11,"throwing","l","signaling",209.21,125.76,139.155,146.312441860465,209.21
"1810","Mexx2","m","129",1,12,"throwing","r","addressing",159.75,150.44,154.725,154.99875,150.44
"1811","Mexx2","m","129",1,12,"throwing","r","baiting",315.51,124.91,185.41,181.488011049724,124.91
"1812","Mexx2","m","129",1,12,"throwing","r","bowl_displacement",362.79,108.79,156.32,192.245365853659,108.79
"1813","Mexx2","m","129",1,12,"throwing","r","choice",336.11,102.06,172.33,188.512065217391,102.06
"1814","Mexx2","m","129",1,12,"throwing","r","signaling",175.08,131.72,161.83,157.532127659574,131.72
"1815","Mexx2","m","129",1,13,"control","l","baiting",252.24,179.69,209.815,207.135789473684,252.24
"1816","Mexx2","m","129",1,13,"control","l","bowl_displacement",240.92,191.84,223.9,219.092692307692,240.92
"1817","Mexx2","m","129",1,13,"control","l","choice",247.13,95.64,207.11,188.425354330709,247.13
"1818","Mexx2","m","129",1,13,"control","l","signaling",222.42,205.92,215.29,215.246,222.42
"1819","Mexx2","m","129",1,14,"throwing","r","addressing",242.24,233.51,237.98,237.641538461538,233.51
"1820","Mexx2","m","129",1,14,"throwing","r","baiting",273.2,34.38,237.86,237.385823293173,34.38
