"","subject","sex","age","session","trial","condition","baited_side","interest_period","max_x","min_x","median_x","mean_x","baitedX"
"502","Edgar3","m","18",1,15,"throwing","l","choice",352.27,36.88,155.465,157.11609375,352.27
"503","Edgar3","m","18",1,15,"throwing","l","signaling",269.01,133.47,148.41,173.929019607843,269.01
"504","Edgar3","m","20",2,1,"p+g","r","addressing",159.28,149.03,156.76,155.887058823529,149.03
"505","Edgar3","m","20",2,1,"p+g","r","baiting",220.47,150.64,187.03,184.544814814815,150.64
"506","Edgar3","m","20",2,1,"p+g","r","bowl_displacement",276.28,133.88,184.93,197.516265060241,133.88
"507","Edgar3","m","20",2,1,"p+g","r","choice",330.17,80.94,196.09,216.737951807229,80.94
"508","Edgar3","m","20",2,1,"p+g","r","signaling",262.65,155.2,188.135,186.66743902439,155.2
"509","Edgar3","m","20",2,2,"p+g","l","addressing",200.26,2.84,17.89,63.2246153846154,200.26
"510","Edgar3","m","20",2,2,"p+g","l","baiting",142.42,23.07,70.79,73.61275,142.42
"511","Edgar3","m","20",2,2,"p+g","l","bowl_displacement",236.55,14.07,133.8,115.875068493151,236.55
"512","Edgar3","m","20",2,2,"p+g","l","choice",227.42,1.56,164.92,151.254568965517,227.42
"513","Edgar3","m","20",2,2,"p+g","l","signaling",187.08,0.97,35.92,50.0152777777778,187.08
"514","Edgar3","m","20",2,3,"control","r","addressing",64.01,39.55,58.59,55.4435294117647,39.55
"515","Edgar3","m","20",2,3,"control","r","baiting",104.79,12.64,86.615,80.6980769230769,12.64
"516","Edgar3","m","20",2,3,"control","r","bowl_displacement",243.04,41.09,111.28,125.57156626506,41.09
"517","Edgar3","m","20",2,3,"control","r","choice",297.56,75.8,128.105,143.963265306122,75.8
"518","Edgar3","m","20",2,3,"control","r","signaling",103.94,56.52,87.43,86.3307352941176,56.52
"519","Edgar3","m","20",2,4,"p+g","l","addressing",137.16,123.69,132.74,131.4,137.16
"520","Edgar3","m","20",2,4,"p+g","l","baiting",326.04,4.38,201.75,196.52528150134,326.04
"521","Edgar3","m","20",2,4,"p+g","l","bowl_displacement",330.08,16.28,163.12,170.89125,330.08
"522","Edgar3","m","20",2,4,"p+g","l","choice",279.66,114.71,139.04,162.631428571429,279.66
"523","Edgar3","m","20",2,4,"p+g","l","signaling",281.72,114.65,136.67,162.301764705882,281.72
"524","Edgar3","m","20",2,5,"p+g","r","addressing",40.73,24.38,34.24,34.8137931034483,24.38
"525","Edgar3","m","20",2,5,"p+g","r","baiting",147.97,1.23,45.83,50.7546853146853,1.23
"526","Edgar3","m","20",2,5,"p+g","r","bowl_displacement",180.31,8.04,43.61,73.3102985074627,8.04
"527","Edgar3","m","20",2,5,"p+g","r","choice",294.39,3.07,99.345,101.237692307692,3.07
"528","Edgar3","m","20",2,5,"p+g","r","signaling",131.25,21.67,97.71,75.6207228915663,21.67
"529","Edgar3","m","20",2,6,"p+g","l","addressing",146.77,83.93,94.29,100.507,146.77
"530","Edgar3","m","20",2,6,"p+g","l","baiting",177.17,40.62,141.32,141.68592920354,177.17
"531","Edgar3","m","20",2,6,"p+g","l","bowl_displacement",224,4.81,124.41,124.91537815126,224
"532","Edgar3","m","20",2,6,"p+g","l","choice",239.44,85.37,168.03,147.645802469136,239.44
"533","Edgar3","m","20",2,6,"p+g","l","signaling",228.82,82.81,165.28,155.8736,228.82
"534","Edgar3","m","20",2,7,"p+g","r","addressing",301.29,30.51,143.51,132.366363636364,30.51
"535","Edgar3","m","20",2,7,"p+g","r","baiting",385.88,40.24,265.9,241.438758169935,40.24
"536","Edgar3","m","20",2,7,"p+g","r","bowl_displacement",459.59,52.06,293.6,273.198080808081,52.06
"537","Edgar3","m","20",2,7,"p+g","r","choice",340.1,40.62,203.54,201.137368421053,40.62
"538","Edgar3","m","20",2,7,"p+g","r","signaling",351.88,55.87,158.22,179.226140350877,55.87
"539","Edgar3","m","20",2,8,"control","l","addressing",40.03,19.87,33.37,32.7895652173913,40.03
"540","Edgar3","m","20",2,8,"control","l","baiting",266.04,5.73,44.25,55.8025821596244,266.04
"541","Edgar3","m","20",2,8,"control","l","bowl_displacement",176.47,1.34,102.21,85.2993243243243,176.47
"542","Edgar3","m","20",2,8,"control","l","choice",308.45,21.51,115.7,136.907142857143,308.45
"543","Edgar3","m","20",2,8,"control","l","signaling",174.78,1.72,74.65,84.7864406779661,174.78
"544","Edgar3","m","20",2,9,"pointing","r","addressing",112.78,99.53,107.31,106.725217391304,99.53
"545","Edgar3","m","20",2,9,"pointing","r","baiting",162.01,134.91,146.08,146.206065573771,134.91
"546","Edgar3","m","20",2,9,"pointing","r","bowl_displacement",277.87,81.77,136.61,159.237261904762,81.77
"547","Edgar3","m","20",2,9,"pointing","r","choice",482.74,48.13,162.43,208.078461538462,48.13
"548","Edgar3","m","20",2,9,"pointing","r","signaling",188.98,114.79,159.77,156.496086956522,114.79
"549","Edgar3","m","20",2,10,"pointing","r","addressing",143.56,126.3,139.47,137.726571428571,126.3
"550","Edgar3","m","20",2,10,"pointing","r","baiting",298.86,92.6,162.53,171.34431372549,92.6
"551","Edgar3","m","20",2,10,"pointing","r","bowl_displacement",337.96,114.6,150.815,165.373409090909,114.6
"552","Edgar3","m","20",2,10,"pointing","r","choice",393.69,16.17,167.95,177.072,16.17
"553","Edgar3","m","20",2,10,"pointing","r","signaling",199.64,143.18,181.29,173.880491803279,143.18
"554","Edgar3","m","20",2,11,"pointing","l","addressing",261.71,117.89,228.33,220.8532,261.71
"555","Edgar3","m","20",2,11,"pointing","l","baiting",301.06,5.85,227.38,221.637358490566,301.06
"556","Edgar3","m","20",2,11,"pointing","l","bowl_displacement",341.56,137.56,214.54,239.668266666667,341.56
"557","Edgar3","m","20",2,11,"pointing","l","choice",431.93,191.45,239.6,276.094457831325,431.93
"558","Edgar3","m","20",2,11,"pointing","l","signaling",317.89,234.66,255.95,256.609705882353,317.89
"559","Edgar3","m","20",2,12,"pointing","l","addressing",215.64,165.09,180.14,185.4975,215.64
"560","Edgar3","m","20",2,12,"pointing","l","baiting",416.02,92.04,223.73,222.39553030303,416.02
"561","Edgar3","m","20",2,12,"pointing","l","bowl_displacement",373.92,92.86,184.175,218.122941176471,373.92
"562","Edgar3","m","20",2,12,"pointing","l","choice",328.14,61.6,220.075,207.205217391304,328.14
"563","Edgar3","m","20",2,12,"pointing","l","signaling",289.16,131.86,220.36,210.701818181818,289.16
"564","Edgar3","m","20",2,13,"control","r","addressing",280.41,274.93,277.255,277.56,274.93
"565","Edgar3","m","20",2,13,"control","r","baiting",413.06,9.92,229.23,215.949944134078,9.92
"566","Edgar3","m","20",2,13,"control","r","bowl_displacement",402.15,38.85,289.74,284.408869565217,38.85
"567","Edgar3","m","20",2,13,"control","r","choice",595.62,0.89,252.805,250.471980633803,0.89
"568","Edgar3","m","20",2,13,"control","r","signaling",287.05,237.22,271.23,270.175,237.22
"569","Edgar3","m","20",2,14,"pointing","r","addressing",169.97,164.94,165.99,166.841578947368,164.94
"570","Edgar3","m","20",2,14,"pointing","r","baiting",342.23,3.21,259.295,227.46512195122,3.21
"571","Edgar3","m","20",2,14,"pointing","r","bowl_displacement",309.98,169.75,248.8,242.320379746835,169.75
"572","Edgar3","m","20",2,14,"pointing","r","choice",378.52,33.22,217.95,203.86816,33.22
"573","Edgar3","m","20",2,14,"pointing","r","signaling",253.05,167.25,196.32,203.562535211268,167.25
"574","Edgar3","m","20",2,15,"pointing","l","addressing",66.5,3.64,22.455,26.5618181818182,66.5
"575","Edgar3","m","20",2,15,"pointing","l","baiting",107.55,13.56,83.64,76.166690647482,107.55
"576","Edgar3","m","20",2,15,"pointing","l","bowl_displacement",222.71,19.85,87.41,97.8081176470588,222.71
"577","Edgar3","m","20",2,15,"pointing","l","choice",241.96,3.04,171.32,138.927981651376,241.96
"578","Edgar3","m","20",2,15,"pointing","l","signaling",227.86,8.5,39.59,64.5248571428571,227.86
"579","Emil9","m","24",1,1,"p+g","l","addressing",269.98,204.46,213.71,225.532352941176,269.98
"580","Emil9","m","24",1,1,"p+g","l","baiting",426.67,14.1,192.425,208.661176470588,426.67
"581","Emil9","m","24",1,1,"p+g","l","bowl_displacement",355.07,152.46,198.74,213.347888198758,355.07
"582","Emil9","m","24",1,1,"p+g","l","choice",340.87,156.49,252.06,250.856355140187,340.87
"583","Emil9","m","24",1,1,"p+g","l","signaling",347.38,64.35,216.9,231.699816513761,347.38
"584","Emil9","m","24",1,2,"p+g","l","addressing",230.5,174.34,183.97,190.346153846154,230.5
"585","Emil9","m","24",1,2,"p+g","l","baiting",358.72,82.74,131.48,152.035367231638,358.72
"586","Emil9","m","24",1,2,"p+g","l","bowl_displacement",382.92,94.94,181.935,189.530632911392,382.92
"587","Emil9","m","24",1,2,"p+g","l","choice",373.65,44.38,226,215.33202020202,373.65
"588","Emil9","m","24",1,2,"p+g","l","signaling",368.84,173.02,260.47,266.00880733945,368.84
"589","Emil9","m","24",1,3,"control","r","addressing",231.96,224.39,228.235,228.045384615385,224.39
"590","Emil9","m","24",1,3,"control","r","baiting",249.37,138.28,211.85,211.352647058824,138.28
"591","Emil9","m","24",1,3,"control","r","bowl_displacement",445.58,169.19,234.07,254.947672955975,169.19
"592","Emil9","m","24",1,3,"control","r","choice",383.31,184.26,225.815,245.701836734694,184.26
"593","Emil9","m","24",1,3,"control","r","signaling",290.62,211.16,231.785,248.30975,211.16
"594","Emil9","m","24",1,4,"p+g","r","addressing",166.08,121.43,151.46,147.028888888889,121.43
"595","Emil9","m","24",1,4,"p+g","r","baiting",430.19,40.37,164.09,166.197488584475,40.37
"596","Emil9","m","24",1,4,"p+g","r","bowl_displacement",308.61,90.26,156.73,185.612569444444,90.26
"597","Emil9","m","24",1,4,"p+g","r","choice",319.45,68.19,183.765,192.55875,68.19
"598","Emil9","m","24",1,4,"p+g","r","signaling",367.56,57.37,133.685,147.904259259259,57.37
"599","Emil9","m","24",1,5,"p+g","l","addressing",187.26,172.22,173.84,176.425,187.26
"600","Emil9","m","24",1,5,"p+g","l","baiting",246.18,159.88,212.055,209.520967741935,246.18
"601","Emil9","m","24",1,5,"p+g","l","bowl_displacement",365.79,122.25,220.6,231.483695652174,365.79
"602","Emil9","m","24",1,5,"p+g","l","choice",297.73,186.76,217.78,224.122307692308,297.73
"603","Emil9","m","24",1,5,"p+g","l","signaling",336.94,154.24,189.47,217.204955752212,336.94
"604","Emil9","m","24",1,6,"p+g","l","addressing",284.34,218.99,226.33,231.876111111111,284.34
"605","Emil9","m","24",1,6,"p+g","l","baiting",492,147.47,242.89,252.095161290323,492
"606","Emil9","m","24",1,6,"p+g","l","bowl_displacement",421.9,96.11,229.8,242.968194444444,421.9
"607","Emil9","m","24",1,6,"p+g","l","choice",389.22,157.48,232.96,242.34494949495,389.22
"608","Emil9","m","24",1,6,"p+g","l","signaling",412.56,113.39,289.14,288.367009345794,412.56
"609","Emil9","m","24",1,7,"p+g","r","addressing",319.2,227.43,302.81,289.588125,227.43
"610","Emil9","m","24",1,7,"p+g","r","baiting",478.91,195.81,304.155,319.156894736842,195.81
"611","Emil9","m","24",1,7,"p+g","r","bowl_displacement",393.29,135.95,292.145,276.907430555556,135.95
"612","Emil9","m","24",1,7,"p+g","r","choice",339.87,168.19,269.08,274.242244897959,168.19
"613","Emil9","m","24",1,7,"p+g","r","signaling",353.68,161.8,225.55,242.057899159664,161.8
"614","Emil9","m","24",1,8,"control","l","addressing",268.74,264.64,266.11,266.370769230769,268.74
"615","Emil9","m","24",1,8,"control","l","baiting",444.07,107.37,248.63,248.961459459459,444.07
"616","Emil9","m","24",1,8,"control","l","bowl_displacement",413.62,101.59,248.18,254.058410596027,413.62
"617","Emil9","m","24",1,8,"control","l","choice",443.6,209.42,278.52,289.359912280702,443.6
"618","Emil9","m","24",1,8,"control","l","signaling",298.08,248.67,274.23,271.662333333333,298.08
"619","Emil9","m","24",1,9,"gazing","r","addressing",340.98,298.99,303.56,310.138695652174,298.99
"620","Emil9","m","24",1,9,"gazing","r","baiting",353.94,111.84,286.745,285.053920454545,111.84
"621","Emil9","m","24",1,9,"gazing","r","bowl_displacement",506.22,139.49,302.855,306.410897435897,139.49
"622","Emil9","m","24",1,9,"gazing","r","choice",372.23,214.56,269.6,280.369247311828,214.56
"623","Emil9","m","24",1,9,"gazing","r","signaling",358.13,302.15,331.575,331.892333333333,302.15
"624","Emil9","m","24",1,10,"gazing","l","addressing",273.32,264.11,268.735,268.721875,273.32
"625","Emil9","m","24",1,10,"gazing","l","baiting",525.4,89.9,245.745,250.982848837209,525.4
"626","Emil9","m","24",1,10,"gazing","l","bowl_displacement",317.31,104.26,227.87,233.208320610687,317.31
"627","Emil9","m","24",1,10,"gazing","l","choice",509.59,121.86,258.615,256.798979591837,509.59
"628","Emil9","m","24",1,10,"gazing","l","signaling",292.96,183.19,284.38,276.567168141593,292.96
"629","Emil9","m","24",1,11,"gazing","r","addressing",384.65,361.91,379.415,378.119444444444,361.91
"630","Emil9","m","24",1,11,"gazing","r","baiting",522.35,79.29,308.63,286.348389261745,79.29
"631","Emil9","m","24",1,11,"gazing","r","bowl_displacement",449.67,196.44,348.4,343.853691275168,196.44
"632","Emil9","m","24",1,11,"gazing","r","choice",383.6,199.22,293.84,304.432380952381,199.22
"633","Emil9","m","24",1,11,"gazing","r","signaling",393.68,210.84,367.485,352.823880597015,210.84
"634","Emil9","m","24",1,12,"gazing","r","addressing",238.11,233.87,235.66,236.055625,233.87
"635","Emil9","m","24",1,12,"gazing","r","baiting",456.79,154.55,233.86,243.168920454545,154.55
"636","Emil9","m","24",1,12,"gazing","r","bowl_displacement",366.98,82.34,220.56,220.937194244604,82.34
"637","Emil9","m","24",1,12,"gazing","r","choice",396.25,194,269.55,270.886565656566,194
"638","Emil9","m","24",1,12,"gazing","r","signaling",250.64,195.83,231.19,225.081171875,195.83
"639","Emil9","m","24",1,13,"control","l","addressing",348.37,338.24,345.95,345.305789473684,348.37
"640","Emil9","m","24",1,13,"control","l","baiting",500.03,59.02,332.21,309.01303030303,500.03
"641","Emil9","m","24",1,13,"control","l","bowl_displacement",399.62,18.57,348.19,314.904795918367,399.62
"642","Emil9","m","24",1,13,"control","l","choice",390.49,195.49,323.35,307.380196078431,390.49
"643","Emil9","m","24",1,13,"control","l","signaling",355.21,312.76,341.03,341.073018867925,355.21
"644","Emil9","m","24",1,14,"gazing","r","addressing",325.88,321.29,323.795,323.9075,321.29
"645","Emil9","m","24",1,14,"gazing","r","baiting",348.42,0.64,309.52,290.223835616438,0.64
"646","Emil9","m","24",1,14,"gazing","r","bowl_displacement",428.53,233.8,319.995,318.701333333333,233.8
"647","Emil9","m","24",1,14,"gazing","r","choice",514.71,157.15,294.66,317.98602484472,157.15
"648","Emil9","m","24",1,14,"gazing","r","signaling",424.96,298.02,305.42,329.051185185185,298.02
"649","Emil9","m","24",1,15,"gazing","l","addressing",265.18,220.64,233.12,238.363684210526,265.18
"650","Emil9","m","24",1,15,"gazing","l","baiting",311.36,117.26,224.285,223.720744680851,311.36
"651","Emil9","m","24",1,15,"gazing","l","bowl_displacement",345.23,93.59,209.72,200.375172413793,345.23
"652","Emil9","m","24",1,15,"gazing","l","choice",430.99,153.04,270.36,295.01,430.99
"653","Emil9","m","24",1,15,"gazing","l","signaling",292.19,228.91,277.21,273.158344827586,292.19
"654","Emil9","m","24",2,1,"throwing","r","addressing",356.87,334.88,345.17,346.307916666667,334.88
"655","Emil9","m","24",2,1,"throwing","r","baiting",423.34,273.92,349.62,352.746512820513,273.92
"656","Emil9","m","24",2,1,"throwing","r","bowl_displacement",410,181.9,322.74,322.124258373206,181.9
"657","Emil9","m","24",2,1,"throwing","r","choice",390.77,213.54,299.21,303.710980392157,213.54
"658","Emil9","m","24",2,1,"throwing","r","signaling",393.36,201.71,363.95,323.79987012987,201.71
"659","Emil9","m","24",2,2,"throwing","l","addressing",319.55,305.89,310.68,311.012380952381,319.55
"660","Emil9","m","24",2,2,"throwing","l","baiting",492.84,250.61,297.84,317.520243902439,492.84
"661","Emil9","m","24",2,2,"throwing","l","bowl_displacement",468.81,173.44,293.04,300.531398963731,468.81
"662","Emil9","m","24",2,2,"throwing","l","choice",382.19,186.9,276.48,286.581219512195,382.19
"663","Emil9","m","24",2,2,"throwing","l","signaling",388.73,187.78,299.62,277.530303030303,388.73
"664","Emil9","m","24",2,3,"control","l","addressing",452.37,446.85,450.19,449.776875,452.37
"665","Emil9","m","24",2,3,"control","l","baiting",426.72,278.32,371.725,370.786887755102,426.72
"666","Emil9","m","24",2,3,"control","l","bowl_displacement",488.24,271.95,392.895,389.261283783784,488.24
"667","Emil9","m","24",2,3,"control","l","choice",472.23,244.69,328.205,368.197384615385,472.23
"668","Emil9","m","24",2,3,"control","l","signaling",455.67,448.99,453.11,452.840192307692,455.67
"669","Emil9","m","24",2,4,"throwing","r","addressing",369.57,330.6,358.47,355.49935483871,330.6
"670","Emil9","m","24",2,4,"throwing","r","baiting",504.88,168.14,359.69,357.639090909091,168.14
"671","Emil9","m","24",2,4,"throwing","r","bowl_displacement",400.95,219.67,336.74,335.637818181818,219.67
"672","Emil9","m","24",2,4,"throwing","r","choice",461.37,215.32,313.89,323.416923076923,215.32
"673","Emil9","m","24",2,4,"throwing","r","signaling",482.72,223.19,305.94,324.698928571429,223.19
"674","Emil9","m","24",2,5,"throwing","r","addressing",346.21,312.4,334.405,333.481818181818,312.4
"675","Emil9","m","24",2,5,"throwing","r","baiting",398.87,271.49,317.26,320.697663043478,271.49
"676","Emil9","m","24",2,5,"throwing","r","bowl_displacement",505.55,261.83,317.495,330.489339622642,261.83
"677","Emil9","m","24",2,5,"throwing","r","choice",380.78,202.23,284.2,291.456305732484,202.23
"678","Emil9","m","24",2,5,"throwing","r","signaling",342.93,240.7,304.5,308.062117647059,240.7
"679","Emil9","m","24",2,6,"throwing","l","addressing",240.1,231.28,236.735,236.286666666667,240.1
"680","Emil9","m","24",2,6,"throwing","l","baiting",337.44,145.09,250.89,245.896937799043,337.44
"681","Emil9","m","24",2,6,"throwing","l","bowl_displacement",378.67,191.91,246.815,257.34623655914,378.67
"682","Emil9","m","24",2,6,"throwing","l","choice",340.74,189.24,279.25,270.695811965812,340.74
"683","Emil9","m","24",2,6,"throwing","l","signaling",356.04,222.21,314.31,299.215647058824,356.04
"684","Emil9","m","24",2,7,"throwing","r","addressing",251.32,223.37,231.28,233.584137931034,223.37
"685","Emil9","m","24",2,7,"throwing","r","baiting",398.35,176.19,237.62,242.0559,176.19
"686","Emil9","m","24",2,7,"throwing","r","bowl_displacement",396.88,141.39,220.895,248.718388888889,141.39
"687","Emil9","m","24",2,7,"throwing","r","choice",398.36,218.67,282.04,286.395333333333,218.67
"688","Emil9","m","24",2,7,"throwing","r","signaling",300.34,110.93,248.025,226.878205128205,110.93
"689","Emil9","m","24",2,8,"control","l","addressing",328.21,310.62,314,315.077058823529,328.21
"690","Emil9","m","24",2,8,"control","l","baiting",499.67,158.48,309.5,295.474715025907,499.67
"691","Emil9","m","24",2,8,"control","l","bowl_displacement",372.63,202.01,307.8,297.803571428571,372.63
"692","Emil9","m","24",2,8,"control","l","choice",543.56,189.07,309.92,313.708731343284,543.56
"693","Emil9","m","24",2,8,"control","l","signaling",329.2,314.97,319.42,320.404202898551,329.2
"694","Emil9","m","24",2,9,"pointing","r","addressing",262.86,244.86,258.67,256.854117647059,244.86
"695","Emil9","m","24",2,9,"pointing","r","baiting",446.18,240.87,271.235,284.170578947368,240.87
"696","Emil9","m","24",2,9,"pointing","r","bowl_displacement",425.42,231.81,281.54,309.565277777778,231.81
"697","Emil9","m","24",2,9,"pointing","r","choice",395.13,163.84,296.365,282.392142857143,163.84
"698","Emil9","m","24",2,9,"pointing","r","signaling",367.77,140.06,298.56,288.587238095238,140.06
"699","Emil9","m","24",2,10,"pointing","l","addressing",275.7,217.91,223.255,229.252222222222,275.7
"700","Emil9","m","24",2,10,"pointing","l","baiting",452.28,202.95,257.44,268.405656108597,452.28
"701","Emil9","m","24",2,10,"pointing","l","bowl_displacement",381.03,211.14,236.98,261.280700636943,381.03
"702","Emil9","m","24",2,10,"pointing","l","choice",370.73,176.74,252,262.967165354331,370.73
"703","Emil9","m","24",2,10,"pointing","l","signaling",350.9,206.47,296.98,281.323243243243,350.9
"704","Emil9","m","24",2,11,"pointing","l","addressing",409.38,359.36,391.2,386.189333333333,409.38
"705","Emil9","m","24",2,11,"pointing","l","baiting",430.51,216.28,364.83,356.93985915493,430.51
"706","Emil9","m","24",2,11,"pointing","l","bowl_displacement",455.73,229.21,361.51,352.326049382716,455.73
"707","Emil9","m","24",2,11,"pointing","l","choice",466.65,206.19,343.515,339.019583333333,466.65
"708","Emil9","m","24",2,11,"pointing","l","signaling",505.7,339.39,376.59,398.874561403509,505.7
"709","Emil9","m","24",2,12,"pointing","r","addressing",368.69,284.98,289.205,302.797857142857,284.98
"710","Emil9","m","24",2,12,"pointing","r","baiting",426.42,76.26,307.725,289.240263157895,76.26
"711","Emil9","m","24",2,12,"pointing","r","bowl_displacement",483.28,234.25,312.65,328.796987179487,234.25
"712","Emil9","m","24",2,12,"pointing","r","choice",405.97,169.41,307.42,292.866275862069,169.41
"713","Emil9","m","24",2,12,"pointing","r","signaling",400.83,236.05,331.2,318.048148148148,236.05
"714","Emil9","m","24",2,13,"control","l","addressing",359.65,184.25,198,221.179411764706,359.65
"715","Emil9","m","24",2,13,"control","l","baiting",345.35,72.21,182.465,178.275222222222,345.35
"716","Emil9","m","24",2,13,"control","l","bowl_displacement",341.34,102.74,186.875,202.334133333333,341.34
"717","Emil9","m","24",2,13,"control","l","choice",360.08,115.97,208.8,224.422283464567,360.08
"718","Emil9","m","24",2,13,"control","l","signaling",196.79,169.02,186.99,185.971066666667,196.79
"719","Emil9","m","24",2,14,"pointing","r","addressing",374.41,274.85,355.07,345.105333333333,274.85
"720","Emil9","m","24",2,14,"pointing","r","baiting",433.49,176.91,223.32,238.71158974359,176.91
"721","Emil9","m","24",2,14,"pointing","r","bowl_displacement",371.94,117.8,229.06,234.091056338028,117.8
"722","Emil9","m","24",2,14,"pointing","r","choice",474.64,107.71,335.72,323.776036036036,107.71
"723","Emil9","m","24",2,14,"pointing","r","signaling",381.3,145.42,311.53,288.366734693878,145.42
"724","Emil9","m","24",2,15,"pointing","r","addressing",404.71,289.07,386.98,361.672857142857,289.07
"725","Emil9","m","24",2,15,"pointing","r","baiting",399.9,220.75,322.18,320.029578947368,220.75
"726","Emil9","m","24",2,15,"pointing","r","bowl_displacement",508.42,256.4,336.18,345.563173652695,256.4
"727","Emil9","m","24",2,15,"pointing","r","choice",475.37,151.19,384.08,350.700420168067,151.19
"728","Emil9","m","24",2,15,"pointing","r","signaling",420.35,256.01,344.71,342.349145299145,256.01
"729","Floki","m","12",1,1,"pointing","r","addressing",157.26,153.41,155.71,155.563333333333,153.41
"730","Floki","m","12",1,1,"pointing","r","baiting",163.34,57.46,133.51,132.950272108844,57.46
"731","Floki","m","12",1,1,"pointing","r","bowl_displacement",476.07,0.97,155.48,207.897124183007,0.97
"732","Floki","m","12",1,1,"pointing","r","choice",256.75,12.75,135.795,158.744583333333,12.75
"733","Floki","m","12",1,1,"pointing","r","signaling",273.26,4.68,232.33,192.224533333333,4.68
"734","Floki","m","12",1,2,"pointing","l","addressing",202.41,198.33,199.82,199.890666666667,202.41
"735","Floki","m","12",1,2,"pointing","l","baiting",247.95,56.49,219.41,216.632893081761,247.95
"736","Floki","m","12",1,2,"pointing","l","bowl_displacement",479.97,9.92,213.16,239.534247787611,479.97
"737","Floki","m","12",1,2,"pointing","l","choice",268.16,2.32,160.47,138.905263157895,268.16
"738","Floki","m","12",1,2,"pointing","l","signaling",286.28,165.11,197.405,203.081547619048,286.28
"739","Floki","m","12",1,3,"pointing","r","addressing",211.47,204.7,207.6,207.960909090909,204.7
"740","Floki","m","12",1,3,"pointing","r","baiting",314.44,109.15,231.54,227.691317073171,109.15
"741","Floki","m","12",1,3,"pointing","r","bowl_displacement",328.82,87.11,220.93,221.380909090909,87.11
"742","Floki","m","12",1,3,"pointing","r","choice",573.46,4.5,192.42,222.629565217391,4.5
"743","Floki","m","12",1,3,"pointing","r","signaling",208.01,136.57,197.72,186.221384615385,136.57
"744","Floki","m","12",1,4,"pointing","l","addressing",133.46,127.69,129.64,129.821818181818,133.46
"745","Floki","m","12",1,4,"pointing","l","baiting",189.25,63.75,137.46,139.703489932886,189.25
"746","Floki","m","12",1,4,"pointing","l","bowl_displacement",339.9,72.76,141.27,175.204953271028,339.9
"747","Floki","m","12",1,4,"pointing","l","choice",489.85,5.48,292.8,263.894154929577,489.85
"748","Floki","m","12",1,4,"pointing","l","signaling",144.49,115.76,137.155,136.127857142857,144.49
"749","Floki","m","12",1,5,"control","r","addressing",219.49,210.94,215.4,215.240952380952,210.94
"750","Floki","m","12",1,5,"control","r","baiting",262.38,117.61,223.555,221.720975609756,117.61
"751","Floki","m","12",1,5,"control","r","bowl_displacement",345.74,188.29,227.215,245.241048387097,188.29
"752","Floki","m","12",1,5,"control","r","choice",591.25,4.32,186.795,182.187352941176,4.32
"753","Floki","m","12",1,5,"control","r","signaling",218.39,209.86,214.86,214.654444444444,209.86
"754","Floki","m","12",1,6,"pointing","l","addressing",248.39,242.84,244.71,245.302222222222,248.39
"755","Floki","m","12",1,6,"pointing","l","baiting",310.99,105.8,229.02,226.492153846154,310.99
"756","Floki","m","12",1,6,"pointing","l","bowl_displacement",324.01,54.04,251.13,250.517714285714,324.01
"757","Floki","m","12",1,6,"pointing","l","choice",629.83,0.9,174.16,174.741210045662,629.83
"758","Floki","m","12",1,6,"pointing","l","signaling",243.3,227.85,236.77,236.718311688312,243.3
"759","Floki","m","12",1,7,"pointing","r","addressing",246.78,224.63,244.45,241.8875,224.63
"760","Floki","m","12",1,7,"pointing","r","baiting",319.69,37.4,248.725,213.581266666667,37.4
"761","Floki","m","12",1,7,"pointing","r","bowl_displacement",331.72,121.95,251.51,245.464311926605,121.95
"762","Floki","m","12",1,7,"pointing","r","choice",633.24,4.21,128.79,169.341587301587,4.21
"763","Floki","m","12",1,7,"pointing","r","signaling",240.92,39.39,220.04,215.149230769231,39.39
"764","Floki","m","12",1,8,"control","l","addressing",252.8,246.57,249.76,249.590666666667,252.8
"765","Floki","m","12",1,8,"control","l","baiting",520.92,76.35,321.76,311.06385620915,520.92
"766","Floki","m","12",1,8,"control","l","bowl_displacement",316.21,247.28,300.36,290.526610169492,316.21
"767","Floki","m","12",1,8,"control","l","choice",369.85,1.52,263.65,209.994074074074,369.85
"768","Floki","m","12",1,8,"control","l","signaling",280.37,253.74,268.68,267.6356,280.37
"769","Floki","m","12",1,9,"p+g","r","baiting",206.12,45.33,69.83,76.0586274509804,45.33
"770","Floki","m","12",1,9,"p+g","r","bowl_displacement",235.18,37.43,82.15,109.667804878049,37.43
"771","Floki","m","12",1,9,"p+g","r","choice",622.63,15.01,124.33,138.803596059113,15.01
"772","Floki","m","12",1,10,"p+g","l","addressing",279.85,277.76,278.34,278.526923076923,279.85
"773","Floki","m","12",1,10,"p+g","l","baiting",370.48,255.83,320.48,313.3985625,370.48
"774","Floki","m","12",1,10,"p+g","l","bowl_displacement",361.36,254.94,322.445,309.9929,361.36
"775","Floki","m","12",1,10,"p+g","l","choice",358.99,9.93,241.47,207.950165289256,358.99
"776","Floki","m","12",1,10,"p+g","l","signaling",486.99,238.71,287.61,317.461358024691,486.99
"777","Floki","m","12",1,11,"p+g","l","addressing",251.83,247.21,249.225,249.307,251.83
"778","Floki","m","12",1,11,"p+g","l","baiting",443.99,5.72,253.53,198.30828125,443.99
"779","Floki","m","12",1,11,"p+g","l","bowl_displacement",409.61,169.72,232.68,243.995858585859,409.61
