subject,breed,age,sex,neutering_status,birth_date,test_date,trial_number,session,condition,baited_side,correct,chosen_side,dark_green_bowl_side,ET_data,session_new,yarbus_file
Django2,american_staffordshire_terrier,89,f,unneutered,24/06/2015,01/12/2022,16,2,pointing,r,0,l,r,1,2,mobileET_ostension_django_s2_yarbus_new
Django2,american_staffordshire_terrier,89,f,unneutered,24/06/2015,01/12/2022,17,2,pointing,l,1,l,r,1,2,mobileET_ostension_django_s2_yarbus_new
Django2,american_staffordshire_terrier,89,f,unneutered,24/06/2015,01/12/2022,18,2,control,r,0,l,r,1,2,mobileET_ostension_django_s2_yarbus_new
Django2,american_staffordshire_terrier,89,f,unneutered,24/06/2015,01/12/2022,19,2,pointing,l,1,l,r,1,2,mobileET_ostension_django_s2_yarbus_new
Django2,american_staffordshire_terrier,89,f,unneutered,24/06/2015,01/12/2022,20,2,pointing,r,0,l,r,1,2,mobileET_ostension_django_s2_yarbus_new
Django2,american_staffordshire_terrier,89,f,unneutered,24/06/2015,01/12/2022,21,2,pointing,l,1,l,r,1,2,mobileET_ostension_django_s2_yarbus_new
Django2,american_staffordshire_terrier,89,f,unneutered,24/06/2015,01/12/2022,22,2,pointing,r,0,l,l,1,2,mobileET_ostension_django_s2_yarbus_new
Django2,american_staffordshire_terrier,89,f,unneutered,24/06/2015,01/12/2022,23,2,control,l,1,l,l,1,2,mobileET_ostension_django_s2_yarbus_new
Django2,american_staffordshire_terrier,89,f,unneutered,24/06/2015,01/12/2022,24,2,gazing,r,1,r,l,1,2,mobileET_ostension_django_s2_yarbus_new
Django2,american_staffordshire_terrier,89,f,unneutered,24/06/2015,01/12/2022,25,2,gazing,r,0,l,r,1,2,mobileET_ostension_django_s2_yarbus_new
Django2,american_staffordshire_terrier,89,f,unneutered,24/06/2015,01/12/2022,26,2,gazing,l,1,l,r,1,2,mobileET_ostension_django_s2_yarbus_new
Django2,american_staffordshire_terrier,89,f,unneutered,24/06/2015,01/12/2022,27,2,gazing,l,1,l,l,1,2,mobileET_ostension_django_s2_yarbus_new
Django2,american_staffordshire_terrier,89,f,unneutered,24/06/2015,01/12/2022,28,2,control,r,0,l,r,1,2,mobileET_ostension_django_s2_yarbus_new
Django2,american_staffordshire_terrier,89,f,unneutered,24/06/2015,01/12/2022,29,2,gazing,r,1,r,l,1,2,mobileET_ostension_django_s2_yarbus_new
Django2,american_staffordshire_terrier,89,f,unneutered,24/06/2015,01/12/2022,30,2,gazing,l,1,l,l,1,2,mobileET_ostension_django_s2_yarbus_new
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,01/12/2022,1,1,throwing,l,1,l,l,1,1,mobileET_ostension_pisco_s1_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,01/12/2022,2,1,throwing,r,1,r,l,1,1,mobileET_ostension_pisco_s1_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,01/12/2022,3,1,control,l,1,l,l,1,1,mobileET_ostension_pisco_s1_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,01/12/2022,4,1,throwing,r,1,r,l,1,1,mobileET_ostension_pisco_s1_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,01/12/2022,5,1,throwing,l,0,r,l,1,1,mobileET_ostension_pisco_s1_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,01/12/2022,6,1,throwing,r,1,r,l,1,1,mobileET_ostension_pisco_s1_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,01/12/2022,7,1,throwing,l,0,r,l,1,1,mobileET_ostension_pisco_s1_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,01/12/2022,8,1,control,r,1,r,r,1,1,mobileET_ostension_pisco_s1_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,01/12/2022,9,1,pointing,l,1,l,r,1,1,mobileET_ostension_pisco_s1_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,01/12/2022,10,1,pointing,r,1,r,r,1,1,mobileET_ostension_pisco_s1_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,01/12/2022,11,1,pointing,l,1,l,r,1,1,mobileET_ostension_pisco_s1_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,01/12/2022,12,1,pointing,r,1,r,r,1,1,mobileET_ostension_pisco_s1_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,01/12/2022,13,1,control,l,1,l,r,1,1,mobileET_ostension_pisco_s1_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,01/12/2022,14,1,pointing,r,1,r,r,1,1,mobileET_ostension_pisco_s1_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,01/12/2022,15,1,pointing,l,1,l,r,1,1,mobileET_ostension_pisco_s1_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,07/12/2022,16,2,gazing,r,1,r,r,1,2,mobileET_ostension_pisco_s2_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,07/12/2022,17,2,gazing,l,0,r,r,1,2,mobileET_ostension_pisco_s2_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,07/12/2022,18,2,gazing,r,1,r,r,1,2,mobileET_ostension_pisco_s2_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,07/12/2022,19,2,gazing,l,0,r,r,1,2,mobileET_ostension_pisco_s2_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,07/12/2022,20,2,control,r,1,r,r,1,2,mobileET_ostension_pisco_s2_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,07/12/2022,21,2,gazing,l,0,r,r,1,2,mobileET_ostension_pisco_s2_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,07/12/2022,22,2,gazing,r,1,r,r,1,2,mobileET_ostension_pisco_s2_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,07/12/2022,23,2,control,l,1,l,r,1,2,mobileET_ostension_pisco_s2_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,07/12/2022,24,2,p+g,r,1,r,r,1,2,mobileET_ostension_pisco_s2_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,07/12/2022,25,2,p+g,r,1,r,r,1,2,mobileET_ostension_pisco_s2_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,07/12/2022,26,2,p+g,l,1,l,r,1,2,mobileET_ostension_pisco_s2_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,07/12/2022,27,2,p+g,l,1,l,r,1,2,mobileET_ostension_pisco_s2_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,07/12/2022,28,2,control,r,0,l,r,1,2,mobileET_ostension_pisco_s2_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,07/12/2022,29,2,p+g,r,1,r,r,1,2,mobileET_ostension_pisco_s2_yarbus
Pisco,parson_jack_russel_terrier,16,m,unneutered,16/07/2021,07/12/2022,30,2,p+g,l,1,l,r,1,2,mobileET_ostension_pisco_s2_yarbus
Edgar3,mix,18,m,neutered,21/05/2021,13/12/2022,1,1,gazing,l,1,l,r,1,1,mobileET_ostension_edgar_s1_yarbus
Edgar3,mix,18,m,neutered,21/05/2021,13/12/2022,2,1,gazing,r,0,l,r,1,1,mobileET_ostension_edgar_s1_yarbus
Edgar3,mix,18,m,neutered,21/05/2021,13/12/2022,3,1,control,l,0,r,r,1,1,mobileET_ostension_edgar_s1_yarbus
Edgar3,mix,18,m,neutered,21/05/2021,13/12/2022,4,1,gazing,r,1,r,r,1,1,mobileET_ostension_edgar_s1_yarbus
Edgar3,mix,18,m,neutered,21/05/2021,13/12/2022,5,1,gazing,l,0,r,r,1,1,mobileET_ostension_edgar_s1_yarbus
Edgar3,mix,18,m,neutered,21/05/2021,13/12/2022,6,1,gazing,r,1,r,r,1,1,mobileET_ostension_edgar_s1_yarbus
Edgar3,mix,18,m,neutered,21/05/2021,13/12/2022,7,1,gazing,l,0,r,r,1,1,mobileET_ostension_edgar_s1_yarbus
Edgar3,mix,18,m,neutered,21/05/2021,13/12/2022,8,1,control,r,0,l,r,1,1,mobileET_ostension_edgar_s1_yarbus
Edgar3,mix,18,m,neutered,21/05/2021,13/12/2022,9,1,throwing,l,0,r,r,1,1,mobileET_ostension_edgar_s1_yarbus
Edgar3,mix,18,m,neutered,21/05/2021,13/12/2022,10,1,throwing,r,0,r,r,1,1,mobileET_ostension_edgar_s1_yarbus
Edgar3,mix,18,m,neutered,21/05/2021,13/12/2022,11,1,throwing,l,0,r,r,1,1,mobileET_ostension_edgar_s1_yarbus
Edgar3,mix,18,m,neutered,21/05/2021,13/12/2022,12,1,throwing,r,1,r,r,1,1,mobileET_ostension_edgar_s1_yarbus
Edgar3,mix,18,m,neutered,21/05/2021,13/12/2022,13,1,control,l,0,r,r,1,1,mobileET_ostension_edgar_s1_yarbus
Edgar3,mix,18,m,neutered,21/05/2021,13/12/2022,14,1,throwing,r,1,r,r,1,1,mobileET_ostension_edgar_s1_yarbus
Edgar3,mix,18,m,neutered,21/05/2021,13/12/2022,15,1,throwing,l,0,r,r,1,1,mobileET_ostension_edgar_s1_yarbus
Edgar3,mix,20,m,neutered,21/05/2021,30/01/2023,16,3,p+g,r,1,r,r,1,2,mobileET_ostension_edgar_s3_yarbus
Edgar3,mix,20,m,neutered,21/05/2021,30/01/2023,17,3,p+g,l,1,l,r,1,2,mobileET_ostension_edgar_s3_yarbus
Edgar3,mix,20,m,neutered,21/05/2021,30/01/2023,18,3,control,r,0,l,r,1,2,mobileET_ostension_edgar_s3_yarbus
Edgar3,mix,20,m,neutered,21/05/2021,30/01/2023,19,3,p+g,l,1,l,r,1,2,mobileET_ostension_edgar_s3_yarbus
Edgar3,mix,20,m,neutered,21/05/2021,30/01/2023,20,3,p+g,r,1,r,r,1,2,mobileET_ostension_edgar_s3_yarbus
Edgar3,mix,20,m,neutered,21/05/2021,30/01/2023,21,3,p+g,l,1,l,r,1,2,mobileET_ostension_edgar_s3_yarbus
Edgar3,mix,20,m,neutered,21/05/2021,30/01/2023,22,3,p+g,r,1,r,r,1,2,mobileET_ostension_edgar_s3_yarbus
Edgar3,mix,20,m,neutered,21/05/2021,30/01/2023,23,3,control,l,1,l,r,1,2,mobileET_ostension_edgar_s3_yarbus
Edgar3,mix,20,m,neutered,21/05/2021,30/01/2023,24,3,pointing,r,0,l,r,1,2,mobileET_ostension_edgar_s3_yarbus
Edgar3,mix,20,m,neutered,21/05/2021,30/01/2023,25,3,pointing,r,1,r,r,1,2,mobileET_ostension_edgar_s3_yarbus
Edgar3,mix,20,m,neutered,21/05/2021,30/01/2023,26,3,pointing,l,1,l,r,1,2,mobileET_ostension_edgar_s3_yarbus
Edgar3,mix,20,m,neutered,21/05/2021,30/01/2023,27,3,pointing,l,0,r,r,1,2,mobileET_ostension_edgar_s3_yarbus
Edgar3,mix,20,m,neutered,21/05/2021,30/01/2023,28,3,control,r,na,na,r,1,2,mobileET_ostension_edgar_s3_yarbus
Edgar3,mix,20,m,neutered,21/05/2021,30/01/2023,29,3,pointing,r,1,r,r,1,2,mobileET_ostension_edgar_s3_yarbus
Edgar3,mix,20,m,neutered,21/05/2021,30/01/2023,30,3,pointing,l,1,l,r,1,2,mobileET_ostension_edgar_s3_yarbus
Timo2,mix_siberian_husky,46,m,unneutered,02/01/2019,25/11/2022,1,1,pointing,r,1,r,l,1,1,mobileET_ostension_timo_s1_yarbus
Timo2,mix_siberian_husky,46,m,unneutered,02/01/2019,25/11/2022,2,1,pointing,l,0,r,l,1,1,mobileET_ostension_timo_s1_yarbus
Timo2,mix_siberian_husky,46,m,unneutered,02/01/2019,25/11/2022,3,1,control,r,1,r,l,1,1,mobileET_ostension_timo_s1_yarbus
Timo2,mix_siberian_husky,46,m,unneutered,02/01/2019,25/11/2022,4,1,pointing,l,0,r,r,1,1,mobileET_ostension_timo_s1_yarbus
Timo2,mix_siberian_husky,46,m,unneutered,02/01/2019,25/11/2022,5,1,pointing,r,1,r,r,1,1,mobileET_ostension_timo_s1_yarbus
Timo2,mix_siberian_husky,46,m,unneutered,02/01/2019,25/11/2022,6,1,pointing,l,0,r,r,1,1,mobileET_ostension_timo_s1_yarbus
Timo2,mix_siberian_husky,46,m,unneutered,02/01/2019,25/11/2022,7,1,pointing,r,1,r,r,1,1,mobileET_ostension_timo_s1_yarbus
Timo2,mix_siberian_husky,46,m,unneutered,02/01/2019,25/11/2022,8,1,control,l,0,r,r,1,1,mobileET_ostension_timo_s1_yarbus
Timo2,mix_siberian_husky,46,m,unneutered,02/01/2019,25/11/2022,9,1,gazing,l,1,l,r,1,1,mobileET_ostension_timo_s1_yarbus
Timo2,mix_siberian_husky,46,m,unneutered,02/01/2019,25/11/2022,10,1,gazing,r,1,r,r,1,1,mobileET_ostension_timo_s1_yarbus
Timo2,mix_siberian_husky,46,m,unneutered,02/01/2019,25/11/2022,11,1,gazing,l,0,r,r,1,1,mobileET_ostension_timo_s1_yarbus
Timo2,mix_siberian_husky,46,m,unneutered,02/01/2019,25/11/2022,12,1,gazing,r,1,r,l,1,1,mobileET_ostension_timo_s1_yarbus
Timo2,mix_siberian_husky,46,m,unneutered,02/01/2019,25/11/2022,13,1,control,l,0,r,r,1,1,mobileET_ostension_timo_s1_yarbus
Timo2,mix_siberian_husky,46,m,unneutered,02/01/2019,25/11/2022,14,1,gazing,r,1,r,r,1,1,mobileET_ostension_timo_s1_yarbus
Timo2,mix_siberian_husky,46,m,unneutered,02/01/2019,25/11/2022,15,1,gazing,r,1,r,l,1,1,mobileET_ostension_timo_s1_yarbus
Timo2,mix_siberian_husky,47,m,unneutered,02/01/2019,02/12/2022,16,2,p+g,l,0,r,l,1,2,mobileET_ostension_timo_s2_yarbus
Timo2,mix_siberian_husky,47,m,unneutered,02/01/2019,02/12/2022,17,2,p+g,r,1,r,l,1,2,mobileET_ostension_timo_s2_yarbus
Timo2,mix_siberian_husky,47,m,unneutered,02/01/2019,02/12/2022,18,2,control,l,1,l,l,1,2,mobileET_ostension_timo_s2_yarbus
Timo2,mix_siberian_husky,47,m,unneutered,02/01/2019,02/12/2022,19,2,p+g,l,1,l,l,1,2,mobileET_ostension_timo_s2_yarbus
Timo2,mix_siberian_husky,47,m,unneutered,02/01/2019,02/12/2022,20,2,p+g,r,0,l,l,1,2,mobileET_ostension_timo_s2_yarbus
Timo2,mix_siberian_husky,47,m,unneutered,02/01/2019,02/12/2022,21,2,p+g,l,1,l,l,1,2,mobileET_ostension_timo_s2_yarbus
Timo2,mix_siberian_husky,47,m,unneutered,02/01/2019,02/12/2022,22,2,p+g,r,1,r,l,1,2,mobileET_ostension_timo_s2_yarbus
Timo2,mix_siberian_husky,47,m,unneutered,02/01/2019,02/12/2022,23,2,control,l,1,l,r,1,2,mobileET_ostension_timo_s2_yarbus
Timo2,mix_siberian_husky,47,m,unneutered,02/01/2019,02/12/2022,24,2,throwing,r,1,r,l,1,2,mobileET_ostension_timo_s2_yarbus
Timo2,mix_siberian_husky,47,m,unneutered,02/01/2019,02/12/2022,25,2,throwing,r,1,r,r,1,2,mobileET_ostension_timo_s2_yarbus
Timo2,mix_siberian_husky,47,m,unneutered,02/01/2019,02/12/2022,26,2,throwing,l,0,r,l,1,2,mobileET_ostension_timo_s2_yarbus
Timo2,mix_siberian_husky,47,m,unneutered,02/01/2019,02/12/2022,27,2,throwing,r,0,l,r,1,2,mobileET_ostension_timo_s2_yarbus
Timo2,mix_siberian_husky,47,m,unneutered,02/01/2019,02/12/2022,28,2,control,l,0,r,r,1,2,mobileET_ostension_timo_s2_yarbus
Timo2,mix_siberian_husky,47,m,unneutered,02/01/2019,02/12/2022,29,2,throwing,r,1,r,l,1,2,mobileET_ostension_timo_s2_yarbus
Timo2,mix_siberian_husky,47,m,unneutered,02/01/2019,02/12/2022,30,2,throwing,l,0,r,r,1,2,mobileET_ostension_timo_s2_yarbus
Mailo,mix,86,m,neutered,07/09/2015,25/11/2022,1,1,pointing,l,1,l,l,1,1,mobileET_ostension_mailo_s1_yarbus
Mailo,mix,86,m,neutered,07/09/2015,25/11/2022,2,1,pointing,r,0,l,l,1,1,mobileET_ostension_mailo_s1_yarbus
Mailo,mix,86,m,neutered,07/09/2015,25/11/2022,3,1,control,l,1,l,r,1,1,mobileET_ostension_mailo_s1_yarbus
Mailo,mix,86,m,neutered,07/09/2015,25/11/2022,4,1,pointing,r,0,l,l,1,1,mobileET_ostension_mailo_s1_yarbus
Mailo,mix,86,m,neutered,07/09/2015,25/11/2022,5,1,pointing,r,0,l,l,1,1,mobileET_ostension_mailo_s1_yarbus
Mailo,mix,86,m,neutered,07/09/2015,25/11/2022,6,1,pointing,l,1,l,r,1,1,mobileET_ostension_mailo_s1_yarbus
Mailo,mix,86,m,neutered,07/09/2015,25/11/2022,7,1,pointing,l,1,l,l,1,1,mobileET_ostension_mailo_s1_yarbus
Mailo,mix,86,m,neutered,07/09/2015,25/11/2022,8,1,control,r,0,l,r,1,1,mobileET_ostension_mailo_s1_yarbus
Mailo,mix,86,m,neutered,07/09/2015,25/11/2022,9,1,gazing,r,0,l,l,1,1,mobileET_ostension_mailo_s1_yarbus
Mailo,mix,86,m,neutered,07/09/2015,25/11/2022,10,1,gazing,l,1,l,r,1,1,mobileET_ostension_mailo_s1_yarbus
Mailo,mix,86,m,neutered,07/09/2015,25/11/2022,11,1,gazing,r,0,l,l,1,1,mobileET_ostension_mailo_s1_yarbus
Mailo,mix,86,m,neutered,07/09/2015,25/11/2022,12,1,gazing,l,1,l,r,1,1,mobileET_ostension_mailo_s1_yarbus
Mailo,mix,86,m,neutered,07/09/2015,25/11/2022,13,1,control,r,0,l,l,1,1,mobileET_ostension_mailo_s1_yarbus
Mailo,mix,86,m,neutered,07/09/2015,25/11/2022,14,1,gazing,l,1,l,l,1,1,mobileET_ostension_mailo_s1_yarbus
Mailo,mix,86,m,neutered,07/09/2015,25/11/2022,15,1,gazing,l,1,l,r,1,1,mobileET_ostension_mailo_s1_yarbus
Mailo,mix,86,m,neutered,07/09/2015,02/12/2022,16,2,p+g,r,0,l,r,1,2,mobileET_ostension_mailo_s2_yarbus
Mailo,mix,86,m,neutered,07/09/2015,02/12/2022,17,2,p+g,r,0,l,r,1,2,mobileET_ostension_mailo_s2_yarbus
Mailo,mix,86,m,neutered,07/09/2015,02/12/2022,18,2,control,l,1,l,r,1,2,mobileET_ostension_mailo_s2_yarbus
Mailo,mix,86,m,neutered,07/09/2015,02/12/2022,19,2,p+g,l,1,l,r,1,2,mobileET_ostension_mailo_s2_yarbus
Mailo,mix,86,m,neutered,07/09/2015,02/12/2022,20,2,p+g,r,0,l,l,1,2,mobileET_ostension_mailo_s2_yarbus
Mailo,mix,86,m,neutered,07/09/2015,02/12/2022,21,2,p+g,r,0,l,l,1,2,mobileET_ostension_mailo_s2_yarbus
Mailo,mix,86,m,neutered,07/09/2015,02/12/2022,22,2,p+g,l,1,l,l,1,2,mobileET_ostension_mailo_s2_yarbus
Mailo,mix,86,m,neutered,07/09/2015,02/12/2022,23,2,control,r,0,l,l,1,2,mobileET_ostension_mailo_s2_yarbus
Mailo,mix,86,m,neutered,07/09/2015,02/12/2022,24,2,throwing,l,1,l,r,1,2,mobileET_ostension_mailo_s2_yarbus
Mailo,mix,86,m,neutered,07/09/2015,02/12/2022,25,2,throwing,l,1,l,l,1,2,mobileET_ostension_mailo_s2_yarbus
Mailo,mix,86,m,neutered,07/09/2015,02/12/2022,26,2,throwing,r,0,l,r,1,2,mobileET_ostension_mailo_s2_yarbus
Mailo,mix,86,m,neutered,07/09/2015,02/12/2022,27,2,throwing,l,1,l,l,1,2,mobileET_ostension_mailo_s2_yarbus
Mailo,mix,86,m,neutered,07/09/2015,02/12/2022,28,2,control,r,0,l,r,1,2,mobileET_ostension_mailo_s2_yarbus
Mailo,mix,86,m,neutered,07/09/2015,02/12/2022,29,2,throwing,l,1,l,r,1,2,mobileET_ostension_mailo_s2_yarbus
Mailo,mix,86,m,neutered,07/09/2015,02/12/2022,30,2,throwing,r,0,l,r,1,2,mobileET_ostension_mailo_s2_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,1,1,pointing,r,1,r,l,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,2,1,pointing,l,0,r,l,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,3,1,control,l,0,r,l,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,4,1,pointing,r,1,r,l,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,5,1,pointing,r,1,r,r,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,6,1,pointing,l,0,r,l,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,7,1,pointing,r,1,r,r,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,8,1,control,l,0,r,l,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,9,1,gazing,r,1,r,l,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,10,1,gazing,l,0,r,r,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,11,1,gazing,l,0,r,r,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,12,1,gazing,r,1,r,r,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,13,1,control,l,0,r,l,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,14,1,gazing,r,1,r,r,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,15,1,gazing,r,1,r,l,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,16,2,p+g,l,0,r,r,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,17,2,p+g,l,0,r,r,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,18,2,control,r,0,l,r,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,19,2,p+g,r,1,r,r,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,20,2,p+g,l,0,r,l,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,21,2,p+g,l,0,r,l,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,22,2,p+g,r,1,r,l,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,23,2,control,l,0,r,r,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,24,2,throwing,r,1,r,r,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,25,2,throwing,l,0,r,l,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,26,2,throwing,r,1,r,r,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,27,2,throwing,r,1,r,l,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,28,2,control,l,0,r,r,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,29,2,throwing,r,1,r,l,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,30,2,throwing,l,0,r,l,1,2,mobileET_ostension_ravenna_s2_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,1,1,throwing,r,1,r,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,2,1,throwing,l,0,r,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,3,1,control,l,0,r,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,4,1,throwing,r,1,r,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,5,1,throwing,r,1,r,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,6,1,throwing,l,0,r,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,7,1,throwing,l,0,r,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,8,1,control,r,0,l,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,9,1,p+g,r,1,r,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,10,1,p+g,l,1,l,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,11,1,p+g,r,1,r,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,12,1,p+g,l,1,l,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,13,1,control,l,0,r,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,14,1,p+g,r,1,r,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,15,1,p+g,l,1,l,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,42,f,neutered,14/05/2019,18/11/2022,16,3,pointing,r,0,l,r,1,2,mobileET_ostension_Lumi_s3_yarbus
