"","subject.x","session","trial","condition","transition_category","n","transition_binary"
"461","Riu",1,4,"gazing","Face-Correct Bowl",0,0
"462","Riu",1,4,"gazing","Hand-Correct Bowl",0,0
"463","Riu",1,5,"gazing","Face-Hand",0,0
"464","Riu",1,5,"gazing","Face-Correct Bowl",0,0
"465","Riu",1,5,"gazing","Hand-Correct Bowl",0,0
"466","Riu",1,6,"gazing","Face-Hand",0,0
"467","Riu",1,6,"gazing","Face-Correct Bowl",0,0
"468","Riu",1,6,"gazing","Hand-Correct Bowl",0,0
"469","Riu",1,7,"gazing","Face-Hand",0,0
"470","Riu",1,7,"gazing","Face-Correct Bowl",0,0
"471","Riu",1,7,"gazing","Hand-Correct Bowl",0,0
"472","Riu",1,8,"control","Face-Hand",0,0
"473","Riu",1,8,"control","Face-Correct Bowl",0,0
"474","Riu",1,8,"control","Hand-Correct Bowl",0,0
"475","Riu",1,9,"throwing","Face-Hand",0,0
"476","Riu",1,9,"throwing","Face-Correct Bowl",0,0
"477","Riu",1,9,"throwing","Hand-Correct Bowl",0,0
"478","Riu",1,10,"throwing","Face-Hand",0,0
"479","Riu",1,10,"throwing","Face-Correct Bowl",0,0
"480","Riu",1,10,"throwing","Hand-Correct Bowl",0,0
"481","Riu",1,11,"throwing","Face-Hand",0,0
"482","Riu",1,11,"throwing","Face-Correct Bowl",0,0
"483","Riu",1,11,"throwing","Hand-Correct Bowl",0,0
"484","Riu",1,12,"throwing","Face-Hand",0,0
"485","Riu",1,12,"throwing","Face-Correct Bowl",0,0
"486","Riu",1,12,"throwing","Hand-Correct Bowl",0,0
"487","Riu",1,13,"control","Face-Hand",0,0
"488","Riu",1,13,"control","Face-Correct Bowl",0,0
"489","Riu",1,13,"control","Hand-Correct Bowl",0,0
"490","Riu",1,14,"throwing","Face-Hand",0,0
"491","Riu",1,14,"throwing","Face-Correct Bowl",0,0
"492","Riu",1,14,"throwing","Hand-Correct Bowl",0,0
"493","Riu",1,15,"throwing","Face-Hand",0,0
"494","Riu",1,15,"throwing","Face-Correct Bowl",0,0
"495","Riu",1,15,"throwing","Hand-Correct Bowl",0,0
"496","Riu",2,1,"p+g","Face-Hand",0,0
"497","Riu",2,1,"p+g","Face-Correct Bowl",0,0
"498","Riu",2,1,"p+g","Hand-Correct Bowl",0,0
"499","Riu",2,2,"p+g","Face-Hand",0,0
"500","Riu",2,2,"p+g","Face-Correct Bowl",0,0
"501","Riu",2,2,"p+g","Hand-Correct Bowl",0,0
"502","Riu",2,3,"control","Face-Hand",0,0
"503","Riu",2,3,"control","Face-Correct Bowl",0,0
"504","Riu",2,3,"control","Hand-Correct Bowl",0,0
"505","Riu",2,4,"p+g","Face-Hand",1,1
"506","Riu",2,4,"p+g","Face-Correct Bowl",0,0
"507","Riu",2,4,"p+g","Hand-Correct Bowl",2,1
"508","Riu",2,5,"p+g","Face-Hand",0,0
"509","Riu",2,5,"p+g","Face-Correct Bowl",0,0
"510","Riu",2,5,"p+g","Hand-Correct Bowl",0,0
"511","Riu",2,6,"p+g","Face-Hand",2,1
"512","Riu",2,6,"p+g","Face-Correct Bowl",0,0
"513","Riu",2,6,"p+g","Hand-Correct Bowl",0,0
"514","Riu",2,7,"p+g","Face-Hand",0,0
"515","Riu",2,7,"p+g","Face-Correct Bowl",1,1
"516","Riu",2,7,"p+g","Hand-Correct Bowl",1,1
"517","Riu",2,8,"control","Face-Hand",0,0
"518","Riu",2,8,"control","Face-Correct Bowl",0,0
"519","Riu",2,8,"control","Hand-Correct Bowl",0,0
"520","Riu",2,9,"pointing","Face-Hand",1,1
"521","Riu",2,9,"pointing","Face-Correct Bowl",0,0
"522","Riu",2,9,"pointing","Hand-Correct Bowl",0,0
"523","Riu",2,10,"pointing","Face-Hand",0,0
"524","Riu",2,10,"pointing","Face-Correct Bowl",0,0
"525","Riu",2,10,"pointing","Hand-Correct Bowl",0,0
"526","Riu",2,11,"pointing","Face-Hand",0,0
"527","Riu",2,11,"pointing","Face-Correct Bowl",0,0
"528","Riu",2,11,"pointing","Hand-Correct Bowl",0,0
"529","Riu",2,12,"pointing","Face-Hand",0,0
"530","Riu",2,12,"pointing","Face-Correct Bowl",0,0
"531","Riu",2,12,"pointing","Hand-Correct Bowl",0,0
"532","Riu",2,13,"control","Face-Hand",0,0
"533","Riu",2,13,"control","Face-Correct Bowl",0,0
"534","Riu",2,13,"control","Hand-Correct Bowl",0,0
"535","Riu",2,14,"pointing","Face-Hand",0,0
"536","Riu",2,14,"pointing","Face-Correct Bowl",0,0
"537","Riu",2,14,"pointing","Hand-Correct Bowl",0,0
"538","Riu",2,15,"pointing","Face-Hand",0,0
"539","Riu",2,15,"pointing","Face-Correct Bowl",0,0
"540","Riu",2,15,"pointing","Hand-Correct Bowl",0,0
"541","Mia11",1,1,"gazing","Face-Hand",0,0
"542","Mia11",1,1,"gazing","Face-Correct Bowl",0,0
"543","Mia11",1,1,"gazing","Hand-Correct Bowl",2,1
"544","Mia11",1,2,"gazing","Face-Hand",0,0
"545","Mia11",1,2,"gazing","Face-Correct Bowl",0,0
"546","Mia11",1,2,"gazing","Hand-Correct Bowl",0,0
"547","Mia11",1,3,"control","Face-Hand",0,0
"548","Mia11",1,3,"control","Face-Correct Bowl",0,0
"549","Mia11",1,3,"control","Hand-Correct Bowl",0,0
"550","Mia11",1,4,"gazing","Face-Hand",0,0
"551","Mia11",1,4,"gazing","Face-Correct Bowl",0,0
"552","Mia11",1,4,"gazing","Hand-Correct Bowl",0,0
"553","Mia11",1,5,"gazing","Face-Hand",0,0
"554","Mia11",1,5,"gazing","Face-Correct Bowl",0,0
"555","Mia11",1,5,"gazing","Hand-Correct Bowl",0,0
"556","Mia11",1,6,"gazing","Face-Hand",0,0
"557","Mia11",1,6,"gazing","Face-Correct Bowl",0,0
"558","Mia11",1,6,"gazing","Hand-Correct Bowl",0,0
"559","Mia11",1,7,"gazing","Face-Hand",0,0
"560","Mia11",1,7,"gazing","Face-Correct Bowl",0,0
"561","Mia11",1,7,"gazing","Hand-Correct Bowl",0,0
"562","Mia11",1,8,"control","Face-Hand",0,0
"563","Mia11",1,8,"control","Face-Correct Bowl",0,0
"564","Mia11",1,8,"control","Hand-Correct Bowl",0,0
"565","Mia11",1,9,"p+g","Face-Hand",0,0
"566","Mia11",1,9,"p+g","Face-Correct Bowl",0,0
"567","Mia11",1,9,"p+g","Hand-Correct Bowl",0,0
"568","Mia11",1,10,"p+g","Face-Hand",0,0
"569","Mia11",1,10,"p+g","Face-Correct Bowl",0,0
"570","Mia11",1,10,"p+g","Hand-Correct Bowl",0,0
"571","Mia11",1,11,"p+g","Face-Hand",0,0
"572","Mia11",1,11,"p+g","Face-Correct Bowl",0,0
"573","Mia11",1,11,"p+g","Hand-Correct Bowl",0,0
"574","Mia11",1,12,"p+g","Face-Hand",0,0
"575","Mia11",1,12,"p+g","Face-Correct Bowl",0,0
"576","Mia11",1,12,"p+g","Hand-Correct Bowl",0,0
"577","Mia11",1,13,"control","Face-Hand",0,0
"578","Mia11",1,13,"control","Face-Correct Bowl",0,0
"579","Mia11",1,13,"control","Hand-Correct Bowl",0,0
"580","Mia11",1,14,"p+g","Face-Hand",1,1
"581","Mia11",1,14,"p+g","Face-Correct Bowl",0,0
"582","Mia11",1,14,"p+g","Hand-Correct Bowl",0,0
"583","Mia11",1,15,"p+g","Face-Hand",0,0
"584","Mia11",1,15,"p+g","Face-Correct Bowl",0,0
"585","Mia11",1,15,"p+g","Hand-Correct Bowl",0,0
"586","Mia11",2,1,"pointing","Face-Hand",0,0
"587","Mia11",2,1,"pointing","Face-Correct Bowl",0,0
"588","Mia11",2,1,"pointing","Hand-Correct Bowl",0,0
"589","Mia11",2,2,"pointing","Face-Hand",0,0
"590","Mia11",2,2,"pointing","Face-Correct Bowl",0,0
"591","Mia11",2,2,"pointing","Hand-Correct Bowl",1,1
"592","Mia11",2,3,"control","Face-Hand",0,0
"593","Mia11",2,3,"control","Face-Correct Bowl",0,0
"594","Mia11",2,3,"control","Hand-Correct Bowl",0,0
"595","Mia11",2,4,"pointing","Face-Hand",0,0
"596","Mia11",2,4,"pointing","Face-Correct Bowl",0,0
"597","Mia11",2,4,"pointing","Hand-Correct Bowl",2,1
"598","Mia11",2,5,"pointing","Face-Hand",0,0
"599","Mia11",2,5,"pointing","Face-Correct Bowl",0,0
"600","Mia11",2,5,"pointing","Hand-Correct Bowl",0,0
"601","Mia11",2,6,"pointing","Face-Hand",1,1
"602","Mia11",2,6,"pointing","Face-Correct Bowl",0,0
"603","Mia11",2,6,"pointing","Hand-Correct Bowl",0,0
"604","Mia11",2,7,"pointing","Face-Hand",0,0
"605","Mia11",2,7,"pointing","Face-Correct Bowl",0,0
"606","Mia11",2,7,"pointing","Hand-Correct Bowl",0,0
"607","Mia11",2,8,"control","Face-Hand",0,0
"608","Mia11",2,8,"control","Face-Correct Bowl",0,0
"609","Mia11",2,8,"control","Hand-Correct Bowl",0,0
"610","Mia11",2,9,"throwing","Face-Hand",0,0
"611","Mia11",2,9,"throwing","Face-Correct Bowl",0,0
"612","Mia11",2,9,"throwing","Hand-Correct Bowl",0,0
"613","Mia11",2,10,"throwing","Face-Hand",0,0
"614","Mia11",2,10,"throwing","Face-Correct Bowl",0,0
"615","Mia11",2,10,"throwing","Hand-Correct Bowl",0,0
"616","Mia11",2,11,"throwing","Face-Hand",0,0
"617","Mia11",2,11,"throwing","Face-Correct Bowl",0,0
"618","Mia11",2,11,"throwing","Hand-Correct Bowl",0,0
"619","Mia11",2,12,"throwing","Face-Hand",0,0
"620","Mia11",2,12,"throwing","Face-Correct Bowl",0,0
"621","Mia11",2,12,"throwing","Hand-Correct Bowl",0,0
"622","Mia11",2,13,"control","Face-Hand",0,0
"623","Mia11",2,13,"control","Face-Correct Bowl",0,0
"624","Mia11",2,13,"control","Hand-Correct Bowl",0,0
"625","Mia11",2,14,"throwing","Face-Hand",0,0
"626","Mia11",2,14,"throwing","Face-Correct Bowl",0,0
"627","Mia11",2,14,"throwing","Hand-Correct Bowl",0,0
"628","Mia11",2,15,"throwing","Face-Hand",0,0
"629","Mia11",2,15,"throwing","Face-Correct Bowl",0,0
"630","Mia11",2,15,"throwing","Hand-Correct Bowl",0,0
"631","Emil9",1,1,"p+g","Face-Hand",0,0
"632","Emil9",1,1,"p+g","Face-Correct Bowl",0,0
"633","Emil9",1,1,"p+g","Hand-Correct Bowl",0,0
"634","Emil9",1,2,"p+g","Face-Hand",0,0
"635","Emil9",1,2,"p+g","Face-Correct Bowl",0,0
"636","Emil9",1,2,"p+g","Hand-Correct Bowl",2,1
"637","Emil9",1,3,"control","Face-Hand",0,0
"638","Emil9",1,3,"control","Face-Correct Bowl",0,0
"639","Emil9",1,3,"control","Hand-Correct Bowl",0,0
"640","Emil9",1,4,"p+g","Face-Hand",0,0
"641","Emil9",1,4,"p+g","Face-Correct Bowl",0,0
"642","Emil9",1,4,"p+g","Hand-Correct Bowl",4,1
"643","Emil9",1,5,"p+g","Face-Hand",0,0
"644","Emil9",1,5,"p+g","Face-Correct Bowl",0,0
"645","Emil9",1,5,"p+g","Hand-Correct Bowl",0,0
"646","Emil9",1,6,"p+g","Face-Hand",0,0
"647","Emil9",1,6,"p+g","Face-Correct Bowl",0,0
"648","Emil9",1,6,"p+g","Hand-Correct Bowl",0,0
"649","Emil9",1,7,"p+g","Face-Hand",1,1
"650","Emil9",1,7,"p+g","Face-Correct Bowl",1,1
"651","Emil9",1,7,"p+g","Hand-Correct Bowl",2,1
"652","Emil9",1,8,"control","Face-Hand",0,0
"653","Emil9",1,8,"control","Face-Correct Bowl",0,0
"654","Emil9",1,8,"control","Hand-Correct Bowl",0,0
"655","Emil9",1,9,"gazing","Face-Hand",0,0
"656","Emil9",1,9,"gazing","Face-Correct Bowl",0,0
"657","Emil9",1,9,"gazing","Hand-Correct Bowl",0,0
"658","Emil9",1,10,"gazing","Face-Hand",0,0
"659","Emil9",1,10,"gazing","Face-Correct Bowl",0,0
"660","Emil9",1,10,"gazing","Hand-Correct Bowl",0,0
"661","Emil9",1,11,"gazing","Face-Hand",0,0
"662","Emil9",1,11,"gazing","Face-Correct Bowl",0,0
"663","Emil9",1,11,"gazing","Hand-Correct Bowl",0,0
"664","Emil9",1,12,"gazing","Face-Hand",0,0
"665","Emil9",1,12,"gazing","Face-Correct Bowl",0,0
"666","Emil9",1,12,"gazing","Hand-Correct Bowl",0,0
"667","Emil9",1,13,"control","Face-Hand",0,0
"668","Emil9",1,13,"control","Face-Correct Bowl",0,0
"669","Emil9",1,13,"control","Hand-Correct Bowl",0,0
"670","Emil9",1,14,"gazing","Face-Hand",0,0
"671","Emil9",1,14,"gazing","Face-Correct Bowl",0,0
"672","Emil9",1,14,"gazing","Hand-Correct Bowl",0,0
"673","Emil9",1,15,"gazing","Face-Hand",0,0
"674","Emil9",1,15,"gazing","Face-Correct Bowl",0,0
"675","Emil9",1,15,"gazing","Hand-Correct Bowl",0,0
"676","Emil9",2,1,"throwing","Face-Hand",0,0
"677","Emil9",2,1,"throwing","Face-Correct Bowl",0,0
"678","Emil9",2,1,"throwing","Hand-Correct Bowl",0,0
"679","Emil9",2,2,"throwing","Face-Hand",1,1
"680","Emil9",2,2,"throwing","Face-Correct Bowl",0,0
"681","Emil9",2,2,"throwing","Hand-Correct Bowl",0,0
"682","Emil9",2,3,"control","Face-Hand",0,0
"683","Emil9",2,3,"control","Face-Correct Bowl",0,0
"684","Emil9",2,3,"control","Hand-Correct Bowl",0,0
"685","Emil9",2,4,"throwing","Face-Hand",0,0
"686","Emil9",2,4,"throwing","Face-Correct Bowl",0,0
"687","Emil9",2,4,"throwing","Hand-Correct Bowl",0,0
"688","Emil9",2,5,"throwing","Face-Hand",0,0
"689","Emil9",2,5,"throwing","Face-Correct Bowl",0,0
"690","Emil9",2,5,"throwing","Hand-Correct Bowl",0,0
"691","Emil9",2,6,"throwing","Face-Hand",0,0
"692","Emil9",2,6,"throwing","Face-Correct Bowl",0,0
"693","Emil9",2,6,"throwing","Hand-Correct Bowl",0,0
"694","Emil9",2,7,"throwing","Face-Hand",0,0
"695","Emil9",2,7,"throwing","Face-Correct Bowl",0,0
"696","Emil9",2,7,"throwing","Hand-Correct Bowl",0,0
"697","Emil9",2,8,"control","Face-Hand",0,0
"698","Emil9",2,8,"control","Face-Correct Bowl",0,0
"699","Emil9",2,8,"control","Hand-Correct Bowl",0,0
"700","Emil9",2,9,"pointing","Face-Hand",0,0
"701","Emil9",2,9,"pointing","Face-Correct Bowl",0,0
"702","Emil9",2,9,"pointing","Hand-Correct Bowl",1,1
"703","Emil9",2,10,"pointing","Face-Hand",2,1
"704","Emil9",2,10,"pointing","Face-Correct Bowl",0,0
"705","Emil9",2,10,"pointing","Hand-Correct Bowl",0,0
"706","Emil9",2,11,"pointing","Face-Hand",0,0
"707","Emil9",2,11,"pointing","Face-Correct Bowl",0,0
"708","Emil9",2,11,"pointing","Hand-Correct Bowl",0,0
"709","Emil9",2,12,"pointing","Face-Hand",1,1
"710","Emil9",2,12,"pointing","Face-Correct Bowl",0,0
"711","Emil9",2,12,"pointing","Hand-Correct Bowl",0,0
"712","Emil9",2,13,"control","Face-Hand",0,0
"713","Emil9",2,13,"control","Face-Correct Bowl",0,0
"714","Emil9",2,13,"control","Hand-Correct Bowl",0,0
"715","Emil9",2,14,"pointing","Face-Hand",1,1
"716","Emil9",2,14,"pointing","Face-Correct Bowl",0,0
"717","Emil9",2,14,"pointing","Hand-Correct Bowl",0,0
"718","Emil9",2,15,"pointing","Face-Hand",0,0
"719","Emil9",2,15,"pointing","Face-Correct Bowl",0,0
"720","Emil9",2,15,"pointing","Hand-Correct Bowl",0,0
"721","Mexx2",1,1,"gazing","Face-Hand",0,0
"722","Mexx2",1,1,"gazing","Face-Correct Bowl",2,1
"723","Mexx2",1,1,"gazing","Hand-Correct Bowl",0,0
"724","Mexx2",1,2,"gazing","Face-Hand",0,0
"725","Mexx2",1,2,"gazing","Face-Correct Bowl",0,0
"726","Mexx2",1,2,"gazing","Hand-Correct Bowl",0,0
"727","Mexx2",1,3,"gazing","Face-Hand",0,0
"728","Mexx2",1,3,"gazing","Face-Correct Bowl",1,1
"729","Mexx2",1,3,"gazing","Hand-Correct Bowl",0,0
"730","Mexx2",1,4,"gazing","Face-Hand",0,0
"731","Mexx2",1,4,"gazing","Face-Correct Bowl",0,0
"732","Mexx2",1,4,"gazing","Hand-Correct Bowl",0,0
"733","Mexx2",1,5,"control","Face-Hand",0,0
"734","Mexx2",1,5,"control","Face-Correct Bowl",0,0
"735","Mexx2",1,5,"control","Hand-Correct Bowl",0,0
"736","Mexx2",1,6,"gazing","Face-Hand",0,0
"737","Mexx2",1,6,"gazing","Face-Correct Bowl",0,0
"738","Mexx2",1,6,"gazing","Hand-Correct Bowl",0,0
"739","Mexx2",1,7,"gazing","Face-Hand",0,0
"740","Mexx2",1,7,"gazing","Face-Correct Bowl",0,0
"741","Mexx2",1,7,"gazing","Hand-Correct Bowl",1,1
"742","Mexx2",1,8,"control","Face-Hand",0,0
"743","Mexx2",1,8,"control","Face-Correct Bowl",0,0
"744","Mexx2",1,8,"control","Hand-Correct Bowl",0,0
"745","Mexx2",1,9,"throwing","Face-Hand",0,0
"746","Mexx2",1,9,"throwing","Face-Correct Bowl",0,0
"747","Mexx2",1,9,"throwing","Hand-Correct Bowl",0,0
"748","Mexx2",1,10,"throwing","Face-Hand",0,0
"749","Mexx2",1,10,"throwing","Face-Correct Bowl",0,0
"750","Mexx2",1,10,"throwing","Hand-Correct Bowl",0,0
"751","Mexx2",1,11,"throwing","Face-Hand",0,0
"752","Mexx2",1,11,"throwing","Face-Correct Bowl",0,0
"753","Mexx2",1,11,"throwing","Hand-Correct Bowl",0,0
"754","Mexx2",1,12,"throwing","Face-Hand",0,0
"755","Mexx2",1,12,"throwing","Face-Correct Bowl",0,0
"756","Mexx2",1,12,"throwing","Hand-Correct Bowl",0,0
"757","Mexx2",1,13,"control","Face-Hand",0,0
"758","Mexx2",1,13,"control","Face-Correct Bowl",0,0
"759","Mexx2",1,13,"control","Hand-Correct Bowl",0,0
"760","Mexx2",1,14,"throwing","Face-Hand",0,0
"761","Mexx2",1,14,"throwing","Face-Correct Bowl",0,0
"762","Mexx2",1,14,"throwing","Hand-Correct Bowl",0,0
"763","Mexx2",1,15,"throwing","Face-Hand",0,0
"764","Mexx2",1,15,"throwing","Face-Correct Bowl",0,0
"765","Mexx2",1,15,"throwing","Hand-Correct Bowl",0,0
"766","Mexx2",2,1,"p+g","Face-Hand",0,0
"767","Mexx2",2,1,"p+g","Face-Correct Bowl",0,0
"768","Mexx2",2,1,"p+g","Hand-Correct Bowl",0,0
"769","Mexx2",2,2,"p+g","Face-Hand",0,0
"770","Mexx2",2,2,"p+g","Face-Correct Bowl",0,0
"771","Mexx2",2,2,"p+g","Hand-Correct Bowl",0,0
"772","Mexx2",2,3,"control","Face-Hand",0,0
"773","Mexx2",2,3,"control","Face-Correct Bowl",0,0
"774","Mexx2",2,3,"control","Hand-Correct Bowl",0,0
"775","Mexx2",2,4,"p+g","Face-Hand",0,0
"776","Mexx2",2,4,"p+g","Face-Correct Bowl",0,0
"777","Mexx2",2,4,"p+g","Hand-Correct Bowl",4,1
"778","Mexx2",2,5,"p+g","Face-Hand",0,0
"779","Mexx2",2,5,"p+g","Face-Correct Bowl",0,0
"780","Mexx2",2,5,"p+g","Hand-Correct Bowl",1,1
"781","Mexx2",2,6,"p+g","Face-Hand",0,0
"782","Mexx2",2,6,"p+g","Face-Correct Bowl",0,0
"783","Mexx2",2,6,"p+g","Hand-Correct Bowl",0,0
"784","Mexx2",2,7,"p+g","Face-Hand",0,0
"785","Mexx2",2,7,"p+g","Face-Correct Bowl",0,0
"786","Mexx2",2,7,"p+g","Hand-Correct Bowl",1,1
"787","Mexx2",2,8,"control","Face-Hand",0,0
"788","Mexx2",2,8,"control","Face-Correct Bowl",0,0
"789","Mexx2",2,8,"control","Hand-Correct Bowl",0,0
"790","Mexx2",2,9,"pointing","Face-Hand",0,0
"791","Mexx2",2,9,"pointing","Face-Correct Bowl",0,0
"792","Mexx2",2,9,"pointing","Hand-Correct Bowl",0,0
"793","Mexx2",2,10,"pointing","Face-Hand",0,0
"794","Mexx2",2,10,"pointing","Face-Correct Bowl",0,0
"795","Mexx2",2,10,"pointing","Hand-Correct Bowl",0,0
"796","Mexx2",2,11,"pointing","Face-Hand",0,0
"797","Mexx2",2,11,"pointing","Face-Correct Bowl",0,0
"798","Mexx2",2,11,"pointing","Hand-Correct Bowl",0,0
"799","Mexx2",2,12,"pointing","Face-Hand",0,0
"800","Mexx2",2,12,"pointing","Face-Correct Bowl",0,0
"801","Mexx2",2,12,"pointing","Hand-Correct Bowl",0,0
"802","Mexx2",2,13,"control","Face-Hand",0,0
"803","Mexx2",2,13,"control","Face-Correct Bowl",0,0
"804","Mexx2",2,13,"control","Hand-Correct Bowl",0,0
"805","Mexx2",2,14,"pointing","Face-Hand",0,0
"806","Mexx2",2,14,"pointing","Face-Correct Bowl",0,0
"807","Mexx2",2,14,"pointing","Hand-Correct Bowl",0,0
"808","Mexx2",2,15,"pointing","Face-Hand",0,0
"809","Mexx2",2,15,"pointing","Face-Correct Bowl",0,0
"810","Mexx2",2,15,"pointing","Hand-Correct Bowl",0,0
"811","Floki",1,1,"pointing","Face-Hand",0,0
"812","Floki",1,1,"pointing","Face-Correct Bowl",1,1
"813","Floki",1,1,"pointing","Hand-Correct Bowl",0,0
"814","Floki",1,2,"pointing","Face-Hand",0,0
"815","Floki",1,2,"pointing","Face-Correct Bowl",0,0
"816","Floki",1,2,"pointing","Hand-Correct Bowl",0,0
"817","Floki",1,3,"pointing","Face-Hand",0,0
"818","Floki",1,3,"pointing","Face-Correct Bowl",0,0
"819","Floki",1,3,"pointing","Hand-Correct Bowl",0,0
"820","Floki",1,4,"pointing","Face-Hand",0,0
"821","Floki",1,4,"pointing","Face-Correct Bowl",0,0
"822","Floki",1,4,"pointing","Hand-Correct Bowl",0,0
"823","Floki",1,5,"control","Face-Hand",0,0
"824","Floki",1,5,"control","Face-Correct Bowl",0,0
"825","Floki",1,5,"control","Hand-Correct Bowl",0,0
"826","Floki",1,6,"pointing","Face-Hand",0,0
"827","Floki",1,6,"pointing","Face-Correct Bowl",0,0
"828","Floki",1,6,"pointing","Hand-Correct Bowl",0,0
"829","Floki",1,7,"pointing","Face-Hand",0,0
"830","Floki",1,7,"pointing","Face-Correct Bowl",0,0
"831","Floki",1,7,"pointing","Hand-Correct Bowl",0,0
"832","Floki",1,8,"control","Face-Hand",0,0
"833","Floki",1,8,"control","Face-Correct Bowl",0,0
"834","Floki",1,8,"control","Hand-Correct Bowl",0,0
"835","Floki",1,9,"p+g","Face-Hand",0,0
"836","Floki",1,9,"p+g","Face-Correct Bowl",0,0
"837","Floki",1,9,"p+g","Hand-Correct Bowl",0,0
"838","Floki",1,10,"p+g","Face-Hand",3,1
"839","Floki",1,10,"p+g","Face-Correct Bowl",0,0
"840","Floki",1,10,"p+g","Hand-Correct Bowl",0,0
"841","Floki",1,11,"p+g","Face-Hand",0,0
"842","Floki",1,11,"p+g","Face-Correct Bowl",0,0
"843","Floki",1,11,"p+g","Hand-Correct Bowl",0,0
"844","Floki",1,12,"p+g","Face-Hand",0,0
"845","Floki",1,12,"p+g","Face-Correct Bowl",1,1
"846","Floki",1,12,"p+g","Hand-Correct Bowl",1,1
"847","Floki",1,13,"control","Face-Hand",0,0
"848","Floki",1,13,"control","Face-Correct Bowl",0,0
"849","Floki",1,13,"control","Hand-Correct Bowl",0,0
"850","Floki",1,14,"p+g","Face-Hand",0,0
"851","Floki",1,14,"p+g","Face-Correct Bowl",0,0
"852","Floki",1,14,"p+g","Hand-Correct Bowl",0,0
"853","Floki",1,15,"p+g","Face-Hand",0,0
"854","Floki",1,15,"p+g","Face-Correct Bowl",0,0
"855","Floki",1,15,"p+g","Hand-Correct Bowl",0,0
"856","Floki",2,1,"throwing","Face-Hand",0,0
"857","Floki",2,1,"throwing","Face-Correct Bowl",0,0
"858","Floki",2,1,"throwing","Hand-Correct Bowl",0,0
"859","Floki",2,2,"throwing","Face-Hand",0,0
"860","Floki",2,2,"throwing","Face-Correct Bowl",0,0
"861","Floki",2,2,"throwing","Hand-Correct Bowl",0,0
"862","Floki",2,3,"control","Face-Hand",0,0
"863","Floki",2,3,"control","Face-Correct Bowl",0,0
"864","Floki",2,3,"control","Hand-Correct Bowl",0,0
"865","Floki",2,4,"throwing","Face-Hand",0,0
"866","Floki",2,4,"throwing","Face-Correct Bowl",0,0
"867","Floki",2,4,"throwing","Hand-Correct Bowl",0,0
"868","Floki",2,5,"throwing","Face-Hand",0,0
"869","Floki",2,5,"throwing","Face-Correct Bowl",0,0
"870","Floki",2,5,"throwing","Hand-Correct Bowl",0,0
"871","Floki",2,6,"throwing","Face-Hand",0,0
"872","Floki",2,6,"throwing","Face-Correct Bowl",0,0
"873","Floki",2,6,"throwing","Hand-Correct Bowl",0,0
"874","Floki",2,7,"throwing","Face-Hand",0,0
"875","Floki",2,7,"throwing","Face-Correct Bowl",0,0
"876","Floki",2,7,"throwing","Hand-Correct Bowl",0,0
"877","Floki",2,8,"control","Face-Hand",0,0
"878","Floki",2,8,"control","Face-Correct Bowl",0,0
"879","Floki",2,8,"control","Hand-Correct Bowl",0,0
"880","Floki",2,9,"gazing","Face-Hand",0,0
"881","Floki",2,9,"gazing","Face-Correct Bowl",0,0
"882","Floki",2,9,"gazing","Hand-Correct Bowl",0,0
"883","Floki",2,10,"gazing","Face-Hand",0,0
"884","Floki",2,10,"gazing","Face-Correct Bowl",0,0
"885","Floki",2,10,"gazing","Hand-Correct Bowl",0,0
"886","Floki",2,11,"gazing","Face-Hand",0,0
"887","Floki",2,11,"gazing","Face-Correct Bowl",0,0
"888","Floki",2,11,"gazing","Hand-Correct Bowl",0,0
"889","Floki",2,12,"gazing","Face-Hand",0,0
"890","Floki",2,12,"gazing","Face-Correct Bowl",0,0
"891","Floki",2,12,"gazing","Hand-Correct Bowl",0,0
"892","Floki",2,13,"control","Face-Hand",0,0
"893","Floki",2,13,"control","Face-Correct Bowl",0,0
"894","Floki",2,13,"control","Hand-Correct Bowl",0,0
"895","Floki",2,14,"gazing","Face-Hand",0,0
"896","Floki",2,14,"gazing","Face-Correct Bowl",0,0
"897","Floki",2,14,"gazing","Hand-Correct Bowl",0,0
"898","Floki",2,15,"gazing","Face-Hand",0,0
"899","Floki",2,15,"gazing","Face-Correct Bowl",0,0
"900","Floki",2,15,"gazing","Hand-Correct Bowl",0,0
"901","Django2",1,1,"throwing","Face-Hand",0,0
"902","Django2",1,1,"throwing","Face-Correct Bowl",0,0
"903","Django2",1,1,"throwing","Hand-Correct Bowl",0,0
"904","Django2",1,2,"throwing","Face-Hand",0,0
"905","Django2",1,2,"throwing","Face-Correct Bowl",0,0
"906","Django2",1,2,"throwing","Hand-Correct Bowl",0,0
"907","Django2",1,3,"control","Face-Hand",0,0
"908","Django2",1,3,"control","Face-Correct Bowl",0,0
"909","Django2",1,3,"control","Hand-Correct Bowl",0,0
"910","Django2",1,4,"throwing","Face-Hand",0,0
"911","Django2",1,4,"throwing","Face-Correct Bowl",0,0
"912","Django2",1,4,"throwing","Hand-Correct Bowl",0,0
"913","Django2",1,5,"throwing","Face-Hand",0,0
"914","Django2",1,5,"throwing","Face-Correct Bowl",0,0
"915","Django2",1,5,"throwing","Hand-Correct Bowl",0,0
"916","Django2",1,6,"throwing","Face-Hand",0,0
"917","Django2",1,6,"throwing","Face-Correct Bowl",0,0
"918","Django2",1,6,"throwing","Hand-Correct Bowl",0,0
"919","Django2",1,7,"throwing","Face-Hand",0,0
