"","X","yarbus_file","trial","interest_period","subject","session","aoi","fixation_time","breed","age","sex","neutering_status","birth_date","test_date","condition","baited_side","correct","chosen_side","dark_green_bowl_side","ET_data","comment","chosen_bowl","correct_bowl","ip_duration","prop_fixation_time","experimenter"
"22170",22170,"mobileET_ostension_mitos_s1_yarbus",5,"choice","Mitos",1,"handler",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",7507,0,"pb"
"22171",22171,"mobileET_ostension_mitos_s1_yarbus",5,"choice","Mitos",1,"legs",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",7507,0,"pb"
"22172",22172,"mobileET_ostension_mitos_s1_yarbus",5,"choice","Mitos",1,"occluder",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",7507,0,"pb"
"22173",22173,"mobileET_ostension_mitos_s1_yarbus",5,"choice","Mitos",1,"open_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",7507,0,"pb"
"22174",22174,"mobileET_ostension_mitos_s1_yarbus",5,"choice","Mitos",1,"torso",1984,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",7507,0.264286665778607,"pb"
"22175",22175,"mobileET_ostension_mitos_s1_yarbus",5,"choice","Mitos",1,"hand/brightg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",7507,0,"pb"
"22176",22176,"mobileET_ostension_mitos_s1_yarbus",5,"choice","Mitos",1,"hand/darkg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",7507,0,"pb"
"22177",22177,"mobileET_ostension_mitos_s1_yarbus",5,"signaling","Mitos",1,"hand",199,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",2202,0.0903723887375114,"pb"
"22178",22178,"mobileET_ostension_mitos_s1_yarbus",5,"signaling","Mitos",1,"legs",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",2202,0,"pb"
"22179",22179,"mobileET_ostension_mitos_s1_yarbus",5,"signaling","Mitos",1,"hand/brightg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",2202,0,"pb"
"22180",22180,"mobileET_ostension_mitos_s1_yarbus",5,"signaling","Mitos",1,"hand/darkg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",2202,0,"pb"
"22181",22181,"mobileET_ostension_mitos_s1_yarbus",5,"signaling","Mitos",1,"handler",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",2202,0,"pb"
"22182",22182,"mobileET_ostension_mitos_s1_yarbus",5,"signaling","Mitos",1,"face",571,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",2202,0.259309718437784,"pb"
"22183",22183,"mobileET_ostension_mitos_s1_yarbus",5,"signaling","Mitos",1,"occluder",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",2202,0,"pb"
"22184",22184,"mobileET_ostension_mitos_s1_yarbus",5,"signaling","Mitos",1,"bright_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",2202,0,"pb"
"22185",22185,"mobileET_ostension_mitos_s1_yarbus",5,"signaling","Mitos",1,"dark_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",2202,0,"pb"
"22186",22186,"mobileET_ostension_mitos_s1_yarbus",5,"signaling","Mitos",1,"torso",371,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",2202,0.168483197093551,"pb"
"22187",22187,"mobileET_ostension_mitos_s1_yarbus",5,"signaling","Mitos",1,"open_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",2202,0,"pb"
"22188",22188,"mobileET_ostension_mitos_s1_yarbus",6,"addressing","Mitos",1,"handler",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",500,0,"pb"
"22189",22189,"mobileET_ostension_mitos_s1_yarbus",6,"addressing","Mitos",1,"legs",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",500,0,"pb"
"22190",22190,"mobileET_ostension_mitos_s1_yarbus",6,"addressing","Mitos",1,"bright_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",500,0,"pb"
"22191",22191,"mobileET_ostension_mitos_s1_yarbus",6,"addressing","Mitos",1,"torso",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",500,0,"pb"
"22192",22192,"mobileET_ostension_mitos_s1_yarbus",6,"addressing","Mitos",1,"dark_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",500,0,"pb"
"22193",22193,"mobileET_ostension_mitos_s1_yarbus",6,"addressing","Mitos",1,"occluder",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",500,0,"pb"
"22194",22194,"mobileET_ostension_mitos_s1_yarbus",6,"addressing","Mitos",1,"open_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",500,0,"pb"
"22195",22195,"mobileET_ostension_mitos_s1_yarbus",6,"addressing","Mitos",1,"hand/brightg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",500,0,"pb"
"22196",22196,"mobileET_ostension_mitos_s1_yarbus",6,"addressing","Mitos",1,"hand/darkg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",500,0,"pb"
"22197",22197,"mobileET_ostension_mitos_s1_yarbus",6,"addressing","Mitos",1,"face",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",500,0,"pb"
"22198",22198,"mobileET_ostension_mitos_s1_yarbus",6,"addressing","Mitos",1,"hand",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",500,0,"pb"
"22199",22199,"mobileET_ostension_mitos_s1_yarbus",6,"baiting","Mitos",1,"hand",336,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",5072,0.0662460567823344,"pb"
"22200",22200,"mobileET_ostension_mitos_s1_yarbus",6,"baiting","Mitos",1,"bright_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",5072,0,"pb"
"22201",22201,"mobileET_ostension_mitos_s1_yarbus",6,"baiting","Mitos",1,"occluder",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",5072,0,"pb"
"22202",22202,"mobileET_ostension_mitos_s1_yarbus",6,"baiting","Mitos",1,"open_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",5072,0,"pb"
"22203",22203,"mobileET_ostension_mitos_s1_yarbus",6,"baiting","Mitos",1,"torso",717,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",5072,0.141364353312303,"pb"
"22204",22204,"mobileET_ostension_mitos_s1_yarbus",6,"baiting","Mitos",1,"handler",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",5072,0,"pb"
"22205",22205,"mobileET_ostension_mitos_s1_yarbus",6,"baiting","Mitos",1,"legs",236,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",5072,0.0465299684542587,"pb"
"22206",22206,"mobileET_ostension_mitos_s1_yarbus",6,"baiting","Mitos",1,"dark_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",5072,0,"pb"
"22207",22207,"mobileET_ostension_mitos_s1_yarbus",6,"baiting","Mitos",1,"face",638,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",5072,0.125788643533123,"pb"
"22208",22208,"mobileET_ostension_mitos_s1_yarbus",6,"baiting","Mitos",1,"hand/brightg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",5072,0,"pb"
"22209",22209,"mobileET_ostension_mitos_s1_yarbus",6,"baiting","Mitos",1,"hand/darkg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",5072,0,"pb"
"22210",22210,"mobileET_ostension_mitos_s1_yarbus",6,"bowl_displacement","Mitos",1,"bright_green_bowl",236,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2936,0.0803814713896458,"pb"
"22211",22211,"mobileET_ostension_mitos_s1_yarbus",6,"bowl_displacement","Mitos",1,"dark_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2936,0,"pb"
"22212",22212,"mobileET_ostension_mitos_s1_yarbus",6,"bowl_displacement","Mitos",1,"hand/brightg_bowl",133,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2936,0.045299727520436,"pb"
"22213",22213,"mobileET_ostension_mitos_s1_yarbus",6,"bowl_displacement","Mitos",1,"hand/darkg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2936,0,"pb"
"22214",22214,"mobileET_ostension_mitos_s1_yarbus",6,"bowl_displacement","Mitos",1,"torso",194,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2936,0.0660762942779292,"pb"
"22215",22215,"mobileET_ostension_mitos_s1_yarbus",6,"bowl_displacement","Mitos",1,"handler",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2936,0,"pb"
"22216",22216,"mobileET_ostension_mitos_s1_yarbus",6,"bowl_displacement","Mitos",1,"face",642,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2936,0.21866485013624,"pb"
"22217",22217,"mobileET_ostension_mitos_s1_yarbus",6,"bowl_displacement","Mitos",1,"hand",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2936,0,"pb"
"22218",22218,"mobileET_ostension_mitos_s1_yarbus",6,"bowl_displacement","Mitos",1,"open_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2936,0,"pb"
"22219",22219,"mobileET_ostension_mitos_s1_yarbus",6,"bowl_displacement","Mitos",1,"legs",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2936,0,"pb"
"22220",22220,"mobileET_ostension_mitos_s1_yarbus",6,"bowl_displacement","Mitos",1,"occluder",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2936,0,"pb"
"22221",22221,"mobileET_ostension_mitos_s1_yarbus",6,"choice","Mitos",1,"bright_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2703,0,"pb"
"22222",22222,"mobileET_ostension_mitos_s1_yarbus",6,"choice","Mitos",1,"hand",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2703,0,"pb"
"22223",22223,"mobileET_ostension_mitos_s1_yarbus",6,"choice","Mitos",1,"hand/brightg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2703,0,"pb"
"22224",22224,"mobileET_ostension_mitos_s1_yarbus",6,"choice","Mitos",1,"dark_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2703,0,"pb"
"22225",22225,"mobileET_ostension_mitos_s1_yarbus",6,"choice","Mitos",1,"face",194,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2703,0.0717721050684425,"pb"
"22226",22226,"mobileET_ostension_mitos_s1_yarbus",6,"choice","Mitos",1,"legs",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2703,0,"pb"
"22227",22227,"mobileET_ostension_mitos_s1_yarbus",6,"choice","Mitos",1,"occluder",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2703,0,"pb"
"22228",22228,"mobileET_ostension_mitos_s1_yarbus",6,"choice","Mitos",1,"hand/darkg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2703,0,"pb"
"22229",22229,"mobileET_ostension_mitos_s1_yarbus",6,"choice","Mitos",1,"handler",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2703,0,"pb"
"22230",22230,"mobileET_ostension_mitos_s1_yarbus",6,"choice","Mitos",1,"open_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2703,0,"pb"
"22231",22231,"mobileET_ostension_mitos_s1_yarbus",6,"choice","Mitos",1,"torso",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2703,0,"pb"
"22232",22232,"mobileET_ostension_mitos_s1_yarbus",6,"signaling","Mitos",1,"face",78,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",1935,0.0403100775193798,"pb"
"22233",22233,"mobileET_ostension_mitos_s1_yarbus",6,"signaling","Mitos",1,"handler",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",1935,0,"pb"
"22234",22234,"mobileET_ostension_mitos_s1_yarbus",6,"signaling","Mitos",1,"hand",438,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",1935,0.226356589147287,"pb"
"22235",22235,"mobileET_ostension_mitos_s1_yarbus",6,"signaling","Mitos",1,"torso",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",1935,0,"pb"
"22236",22236,"mobileET_ostension_mitos_s1_yarbus",6,"signaling","Mitos",1,"legs",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",1935,0,"pb"
"22237",22237,"mobileET_ostension_mitos_s1_yarbus",6,"signaling","Mitos",1,"hand/brightg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",1935,0,"pb"
"22238",22238,"mobileET_ostension_mitos_s1_yarbus",6,"signaling","Mitos",1,"hand/darkg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",1935,0,"pb"
"22239",22239,"mobileET_ostension_mitos_s1_yarbus",6,"signaling","Mitos",1,"bright_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",1935,0,"pb"
"22240",22240,"mobileET_ostension_mitos_s1_yarbus",6,"signaling","Mitos",1,"dark_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",1935,0,"pb"
"22241",22241,"mobileET_ostension_mitos_s1_yarbus",6,"signaling","Mitos",1,"occluder",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",1935,0,"pb"
"22242",22242,"mobileET_ostension_mitos_s1_yarbus",6,"signaling","Mitos",1,"open_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",1935,0,"pb"
"22243",22243,"mobileET_ostension_mitos_s1_yarbus",7,"addressing","Mitos",1,"hand/brightg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",200,0,"pb"
"22244",22244,"mobileET_ostension_mitos_s1_yarbus",7,"addressing","Mitos",1,"legs",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",200,0,"pb"
"22245",22245,"mobileET_ostension_mitos_s1_yarbus",7,"addressing","Mitos",1,"occluder",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",200,0,"pb"
"22246",22246,"mobileET_ostension_mitos_s1_yarbus",7,"addressing","Mitos",1,"hand/darkg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",200,0,"pb"
"22247",22247,"mobileET_ostension_mitos_s1_yarbus",7,"addressing","Mitos",1,"handler",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",200,0,"pb"
"22248",22248,"mobileET_ostension_mitos_s1_yarbus",7,"addressing","Mitos",1,"torso",170,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",200,0.85,"pb"
"22249",22249,"mobileET_ostension_mitos_s1_yarbus",7,"addressing","Mitos",1,"hand",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",200,0,"pb"
"22250",22250,"mobileET_ostension_mitos_s1_yarbus",7,"addressing","Mitos",1,"bright_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",200,0,"pb"
"22251",22251,"mobileET_ostension_mitos_s1_yarbus",7,"addressing","Mitos",1,"dark_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",200,0,"pb"
"22252",22252,"mobileET_ostension_mitos_s1_yarbus",7,"addressing","Mitos",1,"face",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",200,0,"pb"
"22253",22253,"mobileET_ostension_mitos_s1_yarbus",7,"addressing","Mitos",1,"open_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",200,0,"pb"
"22254",22254,"mobileET_ostension_mitos_s1_yarbus",7,"baiting","Mitos",1,"hand/darkg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",5305,0,"pb"
"22255",22255,"mobileET_ostension_mitos_s1_yarbus",7,"baiting","Mitos",1,"handler",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",5305,0,"pb"
"22256",22256,"mobileET_ostension_mitos_s1_yarbus",7,"baiting","Mitos",1,"legs",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",5305,0,"pb"
"22257",22257,"mobileET_ostension_mitos_s1_yarbus",7,"baiting","Mitos",1,"bright_green_bowl",569,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",5305,0.107257304429783,"pb"
"22258",22258,"mobileET_ostension_mitos_s1_yarbus",7,"baiting","Mitos",1,"open_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",5305,0,"pb"
"22259",22259,"mobileET_ostension_mitos_s1_yarbus",7,"baiting","Mitos",1,"torso",404,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",5305,0.0761545711592837,"pb"
"22260",22260,"mobileET_ostension_mitos_s1_yarbus",7,"baiting","Mitos",1,"face",338,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",5305,0.0637134778510839,"pb"
"22261",22261,"mobileET_ostension_mitos_s1_yarbus",7,"baiting","Mitos",1,"occluder",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",5305,0,"pb"
"22262",22262,"mobileET_ostension_mitos_s1_yarbus",7,"baiting","Mitos",1,"hand/brightg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",5305,0,"pb"
"22263",22263,"mobileET_ostension_mitos_s1_yarbus",7,"baiting","Mitos",1,"dark_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",5305,0,"pb"
"22264",22264,"mobileET_ostension_mitos_s1_yarbus",7,"baiting","Mitos",1,"hand",134,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",5305,0.0252591894439208,"pb"
"22265",22265,"mobileET_ostension_mitos_s1_yarbus",7,"bowl_displacement","Mitos",1,"bright_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",3670,0,"pb"
"22266",22266,"mobileET_ostension_mitos_s1_yarbus",7,"bowl_displacement","Mitos",1,"face",337,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",3670,0.0918256130790191,"pb"
"22267",22267,"mobileET_ostension_mitos_s1_yarbus",7,"bowl_displacement","Mitos",1,"open_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",3670,0,"pb"
"22268",22268,"mobileET_ostension_mitos_s1_yarbus",7,"bowl_displacement","Mitos",1,"torso",434,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",3670,0.118256130790191,"pb"
"22269",22269,"mobileET_ostension_mitos_s1_yarbus",7,"bowl_displacement","Mitos",1,"hand/brightg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",3670,0,"pb"
"22270",22270,"mobileET_ostension_mitos_s1_yarbus",7,"bowl_displacement","Mitos",1,"dark_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",3670,0,"pb"
"22271",22271,"mobileET_ostension_mitos_s1_yarbus",7,"bowl_displacement","Mitos",1,"handler",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",3670,0,"pb"
"22272",22272,"mobileET_ostension_mitos_s1_yarbus",7,"bowl_displacement","Mitos",1,"hand",601,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",3670,0.163760217983651,"pb"
"22273",22273,"mobileET_ostension_mitos_s1_yarbus",7,"bowl_displacement","Mitos",1,"occluder",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",3670,0,"pb"
"22274",22274,"mobileET_ostension_mitos_s1_yarbus",7,"bowl_displacement","Mitos",1,"hand/darkg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",3670,0,"pb"
"22275",22275,"mobileET_ostension_mitos_s1_yarbus",7,"bowl_displacement","Mitos",1,"legs",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",3670,0,"pb"
"22276",22276,"mobileET_ostension_mitos_s1_yarbus",7,"choice","Mitos",1,"face",336,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",4404,0.0762942779291553,"pb"
